gene_id,Groups,TCGA.AC.A2FM,TCGA.BH.A1F2,TCGA.BH.A1FD,TCGA.BH.A1FJ,TCGA.BH.A1FM,TCGA.BH.A204,TCGA.BH.A1F0,TCGA.BH.A1F6,TCGA.BH.A1FB,TCGA.BH.A1FC,TCGA.BH.A203,TCGA.BH.A208,TCGA.BH.A209
,,1,1,1,1,1,1,2,2,2,2,2,2,2
Clinical,,Early,Early,Early,Early,Early,Late,Early,Late,Late,Late,Early,Early,Late
Subtype,,LumB,LumB,LumB,LumB,LumB,LumB,Basal,Basal,LumA,Basal,Her2,Her2,LumB
ENSG00000091831.20,na,6.802747441,3.827333783,6.48784682,5.993228997,6.137900335,7.184880844,0.799651272,0.578191811,5.208882808,0.371037511,1.164537541,0.607995737,4.827515706
ENSG00000118785.12,na,2.363286728,7.76456356,7.941962193,5.303437094,8.878472949,4.741597683,9.030085976,9.074621343,5.479846578,7.560123769,7.877822934,4.404242248,6.107164999
ENSG00000157601.12,na,2.443604225,2.716764236,5.081323834,5.541049616,2.26771323,0.957450801,6.43815936,5.515188771,2.590061799,4.472817884,2.767905463,2.857869104,6.218820611
ENSG00000263639.4,na,6.286938699,6.324121229,0.320602874,4.670604423,3.46104683,3.004912107,0.254055158,0.509755393,0.796225914,0.206479473,0.959051462,2.256451317,0.079106161
ENSG00000186377.7,na,2.778565772,2.098303966,4.064728667,4.470720239,2.846242649,0.816395611,3.133387313,0.24105195,3.017957729,1.213606845,6.147598346,1.273134124,4.746155164
ENSG00000157303.9,na,6.863998408,3.83106547,5.025955787,4.787379105,2.232651609,0.155390166,2.797166793,3.136866101,6.027876886,4.536896529,1.708305575,1.269604897,5.758175193
ENSG00000211670.2,na,0,0,1.798592447,0,0.090264815,0,5.530865202,3.942358553,3.387254568,3.140235492,1.029344448,3.467783035,3.397026957
ENSG00000274576.2,na,1.010190855,0.200707257,0.29630911,0.209188808,0.414207853,0.040762838,3.015452569,3.529653002,4.255773772,3.563997368,1.087054969,3.711615569,3.401404007
ENSG00000184613.9,na,2.714123536,5.099592847,4.839739056,2.24662126,5.550102896,5.326638145,1.138216469,0.561750552,2.239077569,3.07171635,0.701869342,0.22919553,3.338704753
ENSG00000186081.10,na,3.058788122,0.048567754,0.049443425,1.092430549,0.297312062,0.050822594,4.998899843,5.257651495,6.336543613,2.633855364,3.233947758,6.47464411,0.10339951
ENSG00000253755.1,na,4.777278035,0.422459149,0.935322177,0.881051911,1.095602255,0.709970302,7.177146085,7.211504706,4.093184703,6.967173463,6.36858291,3.262142522,6.684042479
ENSG00000128422.14,na,4.858525806,0.480185078,0.425654188,2.099732928,0.317740903,0.265671981,5.646518588,5.921809385,6.133065194,3.06014937,3.895617817,8.465068769,0.061737696
ENSG00000187608.7,na,5.053153435,2.771583769,7.204804087,6.56567833,2.413821664,1.385090401,7.70605273,7.396729273,4.022783382,5.861840863,4.501144553,4.132295419,6.797800581
ENSG00000211452.9,na,0.110432805,0.691242932,0.237370552,5.117192097,0.392909038,0.635042576,1.688560281,3.444749705,3.734121417,0.056318629,3.04009262,0.543767871,3.469101146
ENSG00000211899.6,na,3.562312336,0.539917446,4.990048334,5.387477645,0.57232993,0.394131792,10.52366046,6.153105634,6.863916821,10.0523256,5.987797825,6.584041875,8.820801207
ENSG00000150667.6,na,4.230581891,2.984975809,0.773937616,3.874061621,5.381742118,3.798624387,0.169727643,0.07718391,2.041677215,0.079207775,1.973607157,0.247817719,0.513558405
ENSG00000137745.10,na,0.225124075,7.990606524,6.924309327,4.387705267,6.596474785,0.951580975,3.012929187,1.050283768,3.837790561,1.65429553,2.768210023,4.713937558,4.630680764
ENSG00000162738.5,na,0.471256511,0.7638074,1.155697391,4.580460537,1.238809038,0.502747077,3.629921782,2.304354468,2.550893866,4.952117333,3.982982786,2.302364445,0.540414154
ENSG00000151365.2,na,2.406421463,5.054208321,4.182798863,0.236870424,4.800871779,0.672870935,1.361253954,0.616197161,3.930407272,0.018487032,2.358307489,0.814722134,2.996376847
ENSG00000169245.5,na,2.272367972,2.843910359,6.135765579,2.514629813,3.217498594,2.355502901,8.510474918,6.564951155,5.084763169,8.832544637,5.774517879,3.869072687,7.641448112
ENSG00000047457.12,na,0.379447804,4.67307501,0.413479307,0.016474503,0.816267553,0.028125505,3.513615806,1.548107832,4.330463586,0.500844312,5.222211191,0.805279588,3.576891408
ENSG00000163220.10,na,2.565491893,6.148594501,2.550127665,1.668260741,5.79374234,2.463695168,7.55088682,11.24769884,5.285287945,3.765045953,8.722733798,4.575547806,5.408576189
ENSG00000134824.12,na,1.108029145,5.236402327,1.524991477,6.263395571,4.873040318,1.427468259,3.526380871,1.225575066,3.381106353,5.022708522,5.49019674,3.31577531,4.309251392
ENSG00000153002.10,na,0.414448266,0.213236132,0.213903016,0.045211111,3.160422371,9.85145207,0.062533448,0.107268391,0.932929521,0,0.023309849,0.144119162,0.034655841
ENSG00000156689.5,na,0.182292184,4.679866429,2.622657211,0.957669951,0.789715757,1.84172809,4.154060895,1.774073635,4.29901685,0.694051219,3.831175957,6.498240952,0.974968374
ENSG00000113739.9,na,8.091530833,1.578195546,5.812481585,7.753109614,3.257857969,5.484890314,2.15466662,4.509500146,6.522254129,2.193044418,3.390160077,1.431453101,5.056623231
ENSG00000003989.15,na,5.18700065,3.653768146,1.690908802,0.363112698,7.694954282,5.736704593,2.352379837,0.919128293,3.990042438,0.36434835,0.916255203,2.18973204,3.769887232
ENSG00000101443.16,na,1.529465754,2.532279618,3.716668956,5.17817886,4.906897792,0,6.096414295,4.305676965,4.403298122,2.189219568,2.722759687,4.26113549,0.547460347
ENSG00000105048.15,na,4.166678531,0.740465454,3.499259588,4.189005852,3.745725443,3.976304008,0.183659027,0.565816982,0.597984592,4.067071138,3.798551945,0.136278682,2.796173584
ENSG00000211593.2,na,0,0,0,0,0,0,6.685646001,2.397208425,3.44667971,5.172435571,3.127807716,2.082084674,4.689955614
ENSG00000211669.2,na,0.27950108,0.049085073,2.462352491,0.239885536,2.147771004,0.639838678,6.640968811,2.275412884,5.734678047,12.34360765,4.180035393,4.858898112,7.683221985
ENSG00000235123.4,na,1.312287586,3.167056286,0.106886684,0.044853004,1.633764632,0.209875137,0,0.018772007,4.208154982,0,0.232707449,0,2.982812865
ENSG00000242265.4,na,7.982064536,2.642587823,6.874752476,0.1541192,5.056727296,4.497966625,5.959540965,6.803185613,7.007439432,3.831352833,2.886577125,1.452214708,2.529522412
ENSG00000211652.2,na,0.51466326,0,0.145357413,0,0.43071285,0,5.337205084,2.147338951,3.602916423,12.05204347,3.871084916,4.527694033,7.798037896
ENSG00000100867.13,na,7.22909659,3.713258093,0.911041369,0.837826854,6.447330024,0.345054649,0.037690084,0.217241438,3.364642395,0.059465757,5.65795804,0.158193286,0.150690937
ENSG00000211937.3,na,0.120776271,0,0.147915784,1.150040729,0.055711175,0,4.829325566,4.060967497,3.02084154,9.455489677,4.192530684,3.40481181,7.498914611
ENSG00000166106.3,na,4.61744029,1.201547752,2.180234693,4.152714297,0.214156422,5.636647146,2.085231652,0.527136334,3.353413923,0.25034609,2.256946103,0.686429734,4.48231052
ENSG00000162989.4,na,0.352587487,3.366983841,0.007725996,0.069854274,6.434961625,2.250950866,0.029663837,0.013133121,0.843947345,0,5.468412366,0.06834007,0.023494476
ENSG00000121270.14,na,0.219102569,3.811084224,0.9112242,4.318327803,0.204150215,0.143770986,0.041324493,0.213989295,4.140053762,3.491386811,5.779856386,1.130635087,0.268763962
ENSG00000211649.3,na,0.95832555,0.313697886,0.050097475,0.149026876,0.05471721,0,9.639489019,3.458042189,3.49587644,4.149999024,6.446542044,4.192012166,3.225775464
ENSG00000278621.1,na,5.404382458,2.516992164,0.785896487,4.552220949,5.588223642,4.947738183,0.748811493,0.338311666,2.219306357,0.264827481,2.3057116,0.401921579,0.480679486
ENSG00000213058.3,na,0.127575459,2.076598103,3.487032386,0,0,0.264434436,4.264687825,0,3.988669644,0.059924155,4.09135186,0.175167724,0.159003723
ENSG00000238178.5,na,0.148358889,0.349334512,0.277435202,0.14157399,6.311140778,0.799610177,0.119491663,0.155795209,3.497030535,0.052780072,0.122877659,0.280055521,3.510480358
ENSG00000188488.12,na,7.020596152,3.243646616,4.647212513,4.319816424,2.242877966,4.12877876,0.966166071,0.344874045,3.844541823,0.039946207,0.97363861,1.277584297,2.740291484
ENSG00000241294.1,na,0.7090678,0.141120003,0.231935312,0.363417529,0.15637037,0,6.623088488,3.12478099,3.689385109,7.693426518,4.409108542,3.859076995,6.113957951
ENSG00000239855.1,na,0.761184368,0.909869862,2.053244453,0.102325021,0.516827347,1.418948316,5.918895593,4.218783919,5.997826639,5.439423462,3.729385673,5.211836709,5.159323979
ENSG00000189058.7,na,7.939942453,8.009795725,3.711413298,1.873185535,4.58032887,2.89793368,5.652121682,5.652779719,7.723700325,0.726566401,8.94695671,5.648575421,4.3651637
ENSG00000185686.16,na,0,0.005096376,0,0.249350227,3.376669751,0,4.710826179,3.355664533,0.067635756,2.400403275,7.29056592,0.017506519,4.445034698
ENSG00000069535.13,na,1.674499242,2.664873675,3.639564724,0.610265873,3.705525922,0.34045494,2.89479797,2.792916377,7.366910441,1.293194608,1.968375451,2.646330058,3.836919789
ENSG00000211650.2,na,0.543272165,0.182182043,0.185317605,0.233748999,0.775896905,0,3.635500006,1.685990505,5.947235113,6.575205683,6.723422143,2.993730981,5.577885456
ENSG00000112936.17,na,1.671997554,4.125464593,0.069685349,0.184426548,0.012279991,0.261099875,4.662294502,1.479038914,5.077205422,0.012492243,1.22640174,0.843300235,2.105148347
ENSG00000180730.4,na,0.558929206,7.455919492,1.09868111,3.822723817,4.480552762,1.531298791,1.940237157,0.439818898,5.224559372,0.795650414,2.412848668,1.493419056,0.692159951
ENSG00000171428.12,na,6.5012218,4.794497239,3.339253456,7.540335429,6.593367791,5.836393326,1.353336384,0.958584807,4.655468229,0.572875165,2.354700379,1.275499709,2.762560853
ENSG00000235584.2,na,3.897987727,2.300910982,1.186822422,5.196471523,0.498037075,4.978266214,0.01350784,0,1.78816651,0,1.620750776,0.077126331,2.176005963
ENSG00000171236.9,na,0.43608734,4.133963615,1.749373129,0.274414692,3.183460101,0.836660543,2.519537883,1.946517641,4.179759433,0.225451361,0.560124137,0.715758735,1.956451315
ENSG00000126010.5,na,0.24880146,0.391370452,0.225590453,0.36691066,6.142808364,0.968889242,0.113504638,0.051067778,3.697387136,0.011279498,0.111378307,0.363676605,3.68400899
ENSG00000211956.2,na,1.051527495,0.520210761,0.626819493,0.793424411,1.029817176,0.206507305,6.728993877,3.869015108,4.855260356,8.743781742,3.324570306,5.006622676,7.785696795
ENSG00000211951.2,na,0.562158992,0.04971826,0,0.286795483,0.475721224,0,6.549433355,2.272311197,4.390523806,7.013010736,4.592252611,3.059781238,3.689322937
ENSG00000165272.13,na,0.542555157,1.568725323,0.813378894,6.536284119,1.140528433,0.403113673,5.457557857,1.996742431,2.079773693,2.081298762,3.763328424,5.616164271,2.564473959
ENSG00000240864.3,na,1.524753167,0.545408569,0.238720977,0.151646498,0.519123853,0.183590175,9.839218456,3.984822597,3.181912913,6.289569694,4.914663848,5.119889818,6.173880038
ENSG00000188505.4,na,0.08189106,3.811624037,0.114408877,3.917107791,6.929492256,0.029625406,4.833555938,7.530731887,2.360716538,2.6599055,5.086103483,6.282207233,1.643380388
ENSG00000138755.5,na,3.037331626,1.499944695,2.20150183,0.864409767,1.702250035,1.627292551,5.793980723,4.572144666,6.579234479,6.773975795,6.901484529,4.112124412,7.707366182
ENSG00000111341.8,na,7.328618747,8.151532903,6.284535761,5.14514565,6.021775084,11.96607178,8.952489428,6.975443402,10.37967872,3.687276909,10.32036911,8.690227885,6.810894231
ENSG00000240382.3,na,0.905503089,0.992441635,1.389299744,1.330423943,0.772885622,0.03863469,4.177781743,5.289958204,4.87008848,4.608336123,5.842956921,5.386963806,6.490482438
ENSG00000211947.2,na,0.941949084,0.489413646,1.0753932,0.777795344,0.352624298,0,8.130650217,4.150278957,5.534391311,9.76686614,4.378699126,7.981241949,9.295300191
ENSG00000211653.2,na,2.920090244,1.647769331,1.487971731,4.893362195,3.02979511,0.265027963,7.814284559,6.29832373,6.63498157,8.177193994,7.246645783,6.480370567,7.190402539
ENSG00000211962.2,na,0.488656219,0.192531323,0.522212886,1.076356267,0.184378058,0.170317208,6.407506945,2.547417861,4.884369699,4.513758123,4.751120132,4.981123984,5.230236758
ENSG00000260318.1,na,0.690713233,0.45712875,0.250746035,3.372056442,0.635765895,8.091463455,0.476824078,3.503968987,0.931743626,4.228535735,5.418382314,0,5.026808048
ENSG00000134184.11,na,0.99425069,5.529260743,0.112678299,5.192569714,4.458810602,3.673826752,0.076525349,0.013245011,0.100480557,1.631113142,5.28299114,0.110366963,3.739688081
ENSG00000186847.5,na,4.403569942,0.15221651,0.017106697,1.23454444,0.281322233,0.553624278,5.567285224,3.072901663,6.946598321,1.05333089,3.393578297,6.62296329,0
ENSG00000104332.10,na,2.016834274,2.274553451,0.242293375,0.589309145,0.412883806,0.17817045,7.632893881,7.191839091,7.06872727,2.966845653,2.279012453,4.686076934,1.346821137
ENSG00000211640.3,na,0.906258529,0.514862179,0.360499186,1.549820966,0.779593195,0.092032935,4.52136579,8.497859234,3.528230389,10.11310587,4.349344447,5.719311645,7.033872756
ENSG00000211663.2,na,2.391284294,0.191233085,1.945117032,2.395063534,1.410331454,0.407689663,7.70068981,9.328838506,5.765143339,11.68996489,4.189664712,6.932473001,8.225841848
ENSG00000142973.11,na,0.431027948,0.177946586,4.859843169,3.975656433,1.062273102,0.826928055,0.641343196,0.288025985,4.26210754,0.012571329,0.431910397,3.555584117,4.265540596
ENSG00000207834.1,na,0,0.354238573,0.511086135,0,0.696081538,0,4.951130649,3.680936634,0.195581689,5.031256928,0.569312252,7.30947144,3.988812184
ENSG00000231475.3,na,0.824717783,0.357171106,0.498969094,0.407401043,0.670044408,0,8.532575162,4.494689059,4.518300447,8.9784053,4.321272271,4.947821623,3.265627751
ENSG00000254709.5,na,0.788852714,0.326528514,0.627436354,0.72712261,0.352687573,0.158604613,5.979025624,5.256504769,4.38018952,8.571813901,6.130431321,4.704979852,7.284712971
ENSG00000170323.7,na,5.813625925,7.439415233,0.690578697,0.933838501,0.103833354,1.308698674,6.996191957,3.607128945,3.526477847,0.25728112,5.927819241,2.025126576,3.983575451
ENSG00000252621.1,na,2.053339256,0,2.659444752,5.80992504,4.173692863,3.173287412,0,0,5.807125681,0,4.475909762,0.640280472,0.81253416
ENSG00000211950.2,na,0.357361013,0.295751355,0.674272974,0.3469088,0.051316595,0,6.549001529,5.340406083,7.786490189,5.580713704,2.058048924,4.355719027,5.592868371
ENSG00000211648.2,na,1.456073369,0.811410541,0.849756825,1.069026171,4.66823781,0.035915822,6.715608774,10.55925209,5.409570952,8.994825469,4.078998219,5.378999369,9.17687417
ENSG00000211638.2,na,1.891694885,0.045817452,0,0.139074617,0.71989251,0,7.178511297,4.982361207,5.498372676,9.02750553,2.24477778,6.456046469,1.905460292
ENSG00000244437.1,na,1.57478871,0.97611525,0.607131842,1.074407796,0.454571348,0.158410421,9.088751905,4.6889151,4.981284635,8.66374169,4.693177954,5.518406624,7.79542951
ENSG00000211959.2,na,2.659908727,0.587771932,1.6232116,2.510695219,2.159214344,0,9.414550387,4.627218519,6.273876647,8.395456717,6.491770252,6.857768618,7.084690639
ENSG00000224650.2,na,1.687542482,0.241307638,0.300713488,0.651671607,0.105758232,0,7.732985609,3.926832967,5.370342714,8.510105206,3.723735042,5.16954996,7.409245873
ENSG00000108244.15,na,0.954822682,0.304243198,3.650770982,4.352433814,0.872463716,0.055040432,7.537366252,7.122121104,5.114328713,4.912552048,3.524804865,4.044858715,3.357546475
ENSG00000197977.3,na,6.491383818,4.805386042,0.548812076,6.855334616,3.291442757,6.32955182,0.695000437,0.143178153,4.342484302,3.165106701,0.359251997,0.82268587,0.659298332
ENSG00000211651.3,na,1.522548346,0.754066146,1.7853241,1.4031299,2.317159965,0.610936857,7.351093618,6.207076192,4.981469663,10.23613014,4.847075323,6.659201298,9.261714514
ENSG00000186910.3,na,6.607401922,0.600167991,1.502907817,5.230391507,1.227140984,0.488667085,0.060448489,0.248971287,2.212739564,0,0.044698659,0.357292119,1.312801663
ENSG00000172724.10,na,2.101714251,1.523075417,0.336425148,0.62218505,0.080604273,0,5.691554597,2.974167588,6.389836733,3.016665,4.021746889,2.337179753,5.703416856
ENSG00000164128.5,na,4.042027636,4.370417263,0.12581874,7.226974267,5.65158154,1.647489143,1.472680431,2.868286845,4.96346295,0.399173098,0.298234835,0.313320111,0.376887127
ENSG00000233622.1,na,3.557703452,4.846384543,0.562085684,2.949964722,5.386299241,0.281630076,0.981713933,0.857055934,4.31037537,0.498141509,1.451520047,1.134560216,6.505583644
ENSG00000007062.10,na,0.22218574,0.542444873,0.822594259,0.063621718,0.211825415,0.241436123,4.451905899,6.262917493,3.530046866,5.48650594,0.510812266,2.45856855,4.640437228
ENSG00000136457.8,na,0.92411743,6.054900728,4.011575674,7.780278495,1.245472181,0.008190476,0.445907311,0.15796531,3.049335309,0.024042096,0.280707769,4.655035537,4.325080191
ENSG00000211955.2,na,0.156879497,0.128274248,0.429964017,0.046005289,0.950323487,0,5.038787697,3.70498482,5.196497711,9.179735562,4.483700971,4.326919573,8.038536699
ENSG00000163993.6,na,5.460672549,7.870547072,1.277485539,7.578543657,4.424578006,4.537175164,0.570654441,6.91610398,1.01689556,0.558901644,2.294786765,4.568003247,1.571183844
ENSG00000211666.2,na,3.35572065,1.597935901,1.010936186,1.170330722,2.829531578,1.51754219,9.094378011,5.658388764,7.368095861,9.742669641,8.012923301,8.282715535,7.959546267
ENSG00000008196.11,na,0.373209851,0.128846334,4.260632937,0.035599738,3.221975846,0.002405087,0.185168668,0.30727872,4.033015995,0.003547989,3.346951058,0.613202743,4.164287135
ENSG00000211893.3,na,7.012734939,2.137088569,3.070877579,2.681654007,1.423745692,2.742355761,9.097165013,9.254176354,6.858739839,10.8643024,9.225893426,6.029598424,9.691007781
ENSG00000239951.1,na,3.16396675,2.014052878,2.080975669,4.829951577,3.410928651,1.036742755,9.649160932,6.965874986,8.425722765,11.64134784,8.652531314,7.891807393,8.880756523
ENSG00000278196.1,na,1.032328768,0.140861943,0.747508359,0.851319065,0.192604492,0.028133142,9.549239126,3.012663318,4.788950741,6.202086752,6.121317757,5.301960315,6.453715188
ENSG00000173467.7,na,7.712458163,5.625181929,8.196044329,7.893664628,7.419844632,7.739065979,0.427421049,0.137323813,5.704580376,0.018708711,2.18169483,1.014172765,3.755181636
ENSG00000211679.2,na,3.47832062,1.610224507,2.161757398,2.906707808,2.65881245,0.507844515,10.37743696,9.887045276,6.872567898,9.365350098,7.628463967,6.860688222,9.814501312
ENSG00000211897.6,na,4.83433614,0.799175284,2.401470842,1.920424014,1.717214205,0.61399953,9.03157856,7.977890256,7.088924089,9.498132494,5.607037038,6.774897221,9.859556852
ENSG00000211965.3,na,1.331327558,0.455313784,0.462457413,1.417419683,0.251930571,0,5.559302877,4.035269391,4.927153237,6.617909754,3.758928387,4.692035682,6.052819075
ENSG00000241351.2,na,3.447108899,1.106455542,2.22263752,3.070388103,4.172859556,0.131422336,10.78322488,6.966076484,6.872880104,10.42951805,8.448986163,7.464811491,9.09723574
ENSG00000106541.10,na,10.8973076,8.836944298,9.442389263,9.100025845,3.911751566,9.289026654,0.293601136,0.267340558,5.95358537,0.052767927,6.390810333,4.786561508,5.063024789
ENSG00000019505.6,na,4.726461862,0.003548884,3.489676758,4.511472082,2.503334844,5.460147686,0.703795341,0.030487408,3.72479257,0.60331735,0.293365053,0.378759722,4.416385879
ENSG00000105388.13,na,0.792606691,4.608321319,0.947976425,7.506468435,1.014946297,4.475313555,0.591640096,0.617519396,0.232580832,0.012695541,0.283225171,6.705824963,0.231463818
ENSG00000211896.5,na,3.96957883,1.841740621,2.543352428,3.821341976,3.872104763,0.924896312,11.21751904,11.58473644,7.891246257,13.26018097,9.573671953,7.360287802,11.66157159
ENSG00000186160.4,na,0.147290153,2.439349051,0.951391164,1.275203029,3.05302726,0.086348818,1.648856384,0.081389542,3.407141807,0,7.196490399,2.173013169,4.2152796
ENSG00000172551.9,na,3.341459414,5.530693283,0.666928902,3.859821225,0.294208353,0.178007779,2.613531081,5.877063358,6.966709625,1.506454985,8.529281861,11.37463266,3.115163954
ENSG00000256612.6,na,0.911662387,1.015996234,2.28974752,5.030937367,3.184759199,1.627726186,0.003731945,0.125933314,2.32358806,0.010709869,0.080171401,0.72262308,3.83059877
ENSG00000151892.13,na,7.461288218,3.69514202,3.109342802,1.966835605,6.172471168,6.016307994,1.971782649,0.487667491,5.083352152,0.27457276,0.94458829,0.589550324,4.231192288
ENSG00000082175.13,na,1.377368848,0.634570706,5.46010164,5.466273521,0.165481436,0.293036779,0.315948633,0.111331095,5.942006266,0.075076454,0.158754794,0.41165615,3.013932657
ENSG00000211943.2,na,2.0867211,0.544528912,1.041543722,0.768132329,0.140343178,0.033478585,9.039620097,5.088704839,6.036019305,10.88563991,4.094607056,6.056639374,10.70279451
ENSG00000211659.2,na,1.475413719,0.31740281,0.620114435,1.646882011,1.245339929,0.147949917,8.296235535,4.349657974,5.798335513,6.182681856,5.535649835,6.889997804,10.42795582
ENSG00000244575.3,na,0.995421047,0.704409594,0.513337595,0.286114464,0.303055244,0,7.209014782,4.5321403,4.797924286,7.247277165,8.277038378,6.332471647,7.570388066
ENSG00000211637.2,na,0.306059246,0.252533275,0.217029684,3.115361476,0.475817938,0.034899547,5.961714194,5.156614157,3.794246595,12.86243241,4.715558673,4.627715809,4.554729799
ENSG00000211890.3,na,5.232555315,1.799994403,0.28206651,1.819537523,1.422979754,0,6.366799696,7.2394234,8.088155499,5.007736149,4.331950206,9.337993844,5.574650199
ENSG00000211892.3,na,9.361999622,0.19315246,3.160059054,2.016204282,1.109075599,4.842401249,7.559989596,6.446815096,3.185256359,7.609640989,4.374587411,3.414810037,9.135975653
ENSG00000280411.1,na,0.445079439,0.634647667,0.376175004,2.16987524,0.724023621,0.03557055,6.589851269,11.79046986,6.164032911,7.416076648,2.605343986,3.437018694,7.212935722
ENSG00000138449.9,na,3.93765551,6.774181263,3.798659775,4.643623962,3.045369957,3.131665361,5.296304575,3.048149228,7.899811311,2.555300037,6.843009924,4.909471162,6.850667492
ENSG00000084628.8,na,6.469868529,0.63236063,3.483898694,2.987126738,6.758232237,6.156897224,0.374087373,1.501056022,4.66751631,0.098910211,2.27367762,0.134508195,1.528379021
ENSG00000224373.3,na,2.624742445,0.404742381,2.075694687,1.586461159,0.595610114,0.367556014,7.464238354,5.141909988,5.818687451,7.492563241,7.972964024,6.094789394,7.773736669
ENSG00000211949.3,na,2.451456478,0.549768937,3.327370287,2.893970943,0.922729032,0.606414188,9.646052678,8.385279337,6.636164008,11.82514255,7.785866502,7.120915205,8.028660058
ENSG00000247627.2,na,1.562457652,5.540658786,0.82423244,0.459694324,1.233260513,5.983320094,6.403088969,4.104555256,0.666365205,4.176873554,5.367152042,6.054541265,5.311295131
ENSG00000166509.9,na,0,0.438727676,0,0.039651888,4.692099813,0.108989313,0,0.011073016,4.270837619,0,7.930083807,0.036389911,0.032883961
ENSG00000196611.4,na,0.047551666,5.172274528,5.538535937,2.811181476,5.531191109,0.241564356,3.304594691,2.650872719,0.685674497,5.312361267,5.218078196,2.706839628,4.905762152
ENSG00000241755.1,na,1.035003126,1.009013101,0.792231955,1.041594995,0.241151909,0.104675434,5.401081982,6.54868638,5.646916334,4.105532162,6.441742796,6.781380174,6.615558978
ENSG00000211660.3,na,1.872988193,1.118293898,1.700108859,1.020998026,2.140551779,0.192900663,7.448604721,4.901641104,6.1222978,10.26754241,10.09645436,6.801757766,7.192070668
ENSG00000243466.1,na,3.001956682,2.770975398,1.594611566,2.504018749,1.826057277,0.10720375,10.30009379,10.16540032,7.394048017,11.99189546,6.607349472,7.45652731,10.6409411
ENSG00000211941.3,na,1.081688276,0.671838593,0,3.937316327,0.758902636,0.090948673,6.736323151,5.981998888,5.504830014,9.328441043,5.642894602,6.168587695,8.55158844
ENSG00000270550.1,na,1.318085541,0.207862643,1.366353946,0.829975918,0.697362168,0.099512375,7.625406181,4.264746126,5.752362491,10.58987816,6.209302046,6.867530243,8.349369234
ENSG00000211668.2,na,2.27412701,1.001383348,1.108580482,1.855396761,1.658985045,0.140901904,11.67968775,5.647216958,6.119033838,9.465357936,6.678182418,6.326096773,7.860333515
ENSG00000211662.2,na,1.585562076,0.755244447,1.150745362,0.781694178,1.487832098,0.162591055,7.301410359,12.70567131,6.411311425,8.22271668,5.939823347,7.129824351,10.66290805
ENSG00000135480.13,na,2.352962473,5.949280518,7.196770283,6.425524756,2.308124762,0.390464667,6.802254011,7.180095862,6.129239983,8.258749682,7.096227959,6.891640835,6.031473294
ENSG00000211598.2,na,2.445713907,1.491925382,4.414814167,2.904869056,1.112246575,0.20483737,9.438985169,7.579678097,7.345699602,11.40201105,4.879305683,8.02421456,10.51887524
ENSG00000211934.3,na,0.992343925,1.325202814,0.695854137,0.650151382,1.321318086,0,9.516665747,5.75201043,5.723578546,7.868303435,6.857313471,6.850822094,8.586375356
ENSG00000211644.2,na,2.172160994,0.553421489,1.108580482,0.703493225,1.478135035,1.00021159,8.116753661,7.134740101,6.165296301,8.401017082,7.067662133,6.957932431,6.903966481
ENSG00000012223.11,na,1.205182137,8.096195778,1.478908237,0.706069123,0.724023621,0.503769726,8.096203931,5.616964361,7.762240842,3.64189095,10.30324057,3.801787031,3.047421361
ENSG00000211592.5,na,4.278269539,2.972826036,4.134169292,4.439885709,3.949092234,1.150332989,11.64479278,9.639771365,8.991890274,13.10223756,9.477415812,9.520896713,11.68539547
ENSG00000132465.9,na,3.955972335,2.074677049,1.704528277,3.574661662,2.558247958,0.384425466,9.745452508,7.688412046,8.608122095,6.879972251,6.290260711,8.557418921,7.285434156
ENSG00000211966.2,na,1.666130795,0.935321067,1.043883303,1.198088101,1.159724292,0,7.473827489,5.648517713,6.714106217,10.79640124,8.437876019,5.620159066,9.404283647
ENSG00000211945.2,na,1.962794827,0.441918902,1.066915926,1.434613588,0.592806988,0.104429149,10.20808025,5.506895989,6.274003404,10.59196104,6.196736081,6.21800012,10.27603471
ENSG00000211677.2,na,3.164455407,1.582634361,2.688730844,4.089236563,2.926691453,0.73655815,11.00171839,11.10976769,7.619431957,11.53343723,8.925227259,9.137563331,10.09886843
ENSG00000211895.4,na,6.811712718,3.685856306,2.731130491,3.981330425,3.488635017,1.411804395,9.740633259,9.470458452,10.61606213,8.074009358,8.43058427,11.56515502,8.756923183
ENSG00000160182.2,na,11.27297861,7.041952039,4.359620363,9.943928775,3.693576505,6.519669298,0.027301304,0.116491381,4.435705425,0,0.419192084,1.679240126,5.711773812
ENSG00000211673.2,na,0.93527126,0.488290171,0.721970761,0.097850628,0.37756024,0.07252413,7.278155664,5.67582098,5.700125346,10.14658146,3.724053412,5.807445349,9.916299954
ENSG00000244468.1,na,8.858895565,7.89580655,2.734200273,3.88882377,6.88271853,0.949334534,0,0.116491381,6.871365469,0.039108355,9.9817537,6.541428454,1.238088628
ENSG00000138696.9,na,0.277132107,2.223389226,1.054934636,7.480023196,8.647751353,8.063804117,0.855047446,1.081225631,1.070154523,1.716323199,0.222545955,0.959272393,3.030324264
ENSG00000086548.8,na,0.663573209,6.293109319,4.978181284,7.514750816,1.49510531,6.787228302,7.75174817,2.084548802,1.477995418,0.290708865,1.305156408,9.35558088,1.766922835
ENSG00000101210.9,na,6.503674867,0.238549576,6.056832063,6.856622559,6.380854677,4.362657849,0.184512303,0.581714413,3.027953138,0.154733152,6.834229201,0.410670361,0.716167375
