gene_id,Groups,TCGA.AC.A2FM,TCGA.BH.A1F2,TCGA.BH.A1FD,TCGA.BH.A1FJ,TCGA.BH.A1FM,TCGA.BH.A204,TCGA.BH.A1F0,TCGA.BH.A1F6,TCGA.BH.A1FB,TCGA.BH.A1FC,TCGA.BH.A203,TCGA.BH.A208,TCGA.BH.A209
,,1,1,1,1,1,1,2,2,2,2,2,2,2
Clinical,,Early,Early,Early,Early,Early,Late,Early,Late,Late,Late,Early,Early,Late
Subtype,,LumB,LumB,LumB,LumB,LumB,LumB,Basal,Basal,LumA,Basal,Her2,Her2,LumB
ENSG00000089127.11,na,2.373900252,2.729672355,5.448049718,4.767346251,2.718858912,1.502482467,5.454644259,4.562239474,2.74893449,3.777220628,2.755357269,2.705866427,5.546977425
ENSG00000172236.15,na,3.928105524,3.508610207,1.489778463,2.115809543,2.850164914,1.232833053,1.974873268,2.086937644,4.499307146,0.696749963,2.123849502,3.00556748,2.26748037
ENSG00000170373.7,na,2.14587248,2.234932101,0.713373944,3.241247399,1.701697621,2.946033026,0.99266657,1.267931083,3.413348991,0.024834818,4.995177333,6.335777013,1.825422324
ENSG00000100448.3,na,1.570386303,1.089380799,0.083255301,0.043333501,0.04613374,0.063228122,2.258388912,1.666839084,2.433624498,0.031450083,0.479620662,1.274982209,1.358477641
ENSG00000176532.3,na,5.943135339,4.080096531,4.673789969,4.737091674,2.371522925,5.206467221,1.626301247,2.083362795,2.799773814,0.233519345,4.022170072,1.699451975,2.495213749
ENSG00000168685.13,na,0.951666332,0.978162122,1.651503269,0.362622117,0.864135909,0.272901957,4.247583901,2.535564656,3.755416797,2.943620191,2.23089373,0.920168647,4.781110041
ENSG00000123892.10,na,0.319425037,0.885996262,4.71058683,3.639035424,2.938106674,0.116412929,2.12521178,1.839056691,2.434275222,0.571184564,3.731184432,3.281635304,3.862312007
ENSG00000170476.14,na,1.389083647,0.31827997,4.666126735,0.623562946,1.024672735,0.857939992,4.846140802,3.801659882,2.818072899,5.910030055,3.228218903,2.499961042,4.803514601
ENSG00000137033.10,na,1.63714255,2.86862744,0.148909438,0.853676077,0.318517183,0.843795704,4.615600194,1.759541799,4.107576793,0.223494014,2.098938439,1.661256093,1.745370964
ENSG00000154451.13,na,0.420573201,0.251328399,1.790423776,0.345933393,0.31391259,0.166343875,4.69233791,2.699112211,2.852356509,4.983859976,2.340543519,0.837299,4.100175202
ENSG00000180616.7,na,0.409127824,1.876881855,2.572439168,2.558534953,0.95894593,0.206866657,0.66646422,0.513833188,2.444401026,0.390062482,3.702846726,0.98564837,1.544833319
ENSG00000168542.11,na,7.986100494,10.26253258,9.103420402,7.972364389,9.741007716,7.938887624,8.662833066,8.509642138,10.11302932,7.949570373,8.736740643,12.08317995,8.366620704
ENSG00000141574.6,na,0.969866605,3.784653435,4.181229029,3.768781983,2.958883531,0.539923346,5.354069589,4.469202439,2.886940507,3.958616297,1.67628749,2.274798054,4.220662717
ENSG00000160862.11,na,6.351311897,4.6746875,8.334436597,9.676503048,5.535616684,5.867001869,6.819612524,9.356971126,7.819445398,8.648276783,7.571622543,8.475420802,6.954742416
ENSG00000145649.7,na,1.545900495,1.032806201,0.752544281,0.700306643,0.999145953,0.426829165,4.338252543,3.063489899,3.223557796,4.014145296,2.694306333,2.332911409,4.82807674
ENSG00000249599.1,na,0,0.770493048,0,4.074774207,4.614890513,3.495630712,0.029416747,0.125225155,0.038823298,0,0,0.084236761,0.573770899
ENSG00000146476.9,na,7.856094443,5.221647888,5.099443889,4.806049367,7.029088052,8.919190534,3.881429803,3.117057585,5.284176725,2.666635629,4.203694693,2.60642177,6.312079736
ENSG00000187837.3,na,4.243591889,6.690315018,8.560746986,8.352718105,6.306408127,4.153432774,5.192966856,3.783979977,5.888694577,5.959927173,8.93795345,4.699430618,4.461767345
ENSG00000253361.1,na,2.576302937,0.190287653,3.466025919,2.358108816,1.586231533,5.888840873,0.321887888,0.242925057,2.259379595,0,1.154127635,0,2.487898004
ENSG00000174827.12,na,1.297109073,0.175403017,3.78462,5.087176722,0.411483119,1.34655966,0.267517878,0.247125973,2.448038192,0.81814763,0.554057431,0.144446696,0.417329063
ENSG00000185479.5,na,0.832733281,0.016793067,0.008574955,0.431707472,0.160132008,0.025713761,5.134622919,5.979877916,4.301601447,0.497086308,1.698508663,5.012726088,0.008739263
ENSG00000081237.17,na,1.520539372,2.168297325,2.491463786,1.255821952,1.621302311,1.716750418,5.041044938,3.338670224,4.700727613,3.753920227,2.80920981,1.878022352,4.879447167
ENSG00000180573.9,na,3.656019497,7.091436942,6.20457141,7.519541321,5.783870123,6.313138416,5.364551435,4.732542772,6.227388481,5.182662541,6.488931936,3.389174986,4.115551175
ENSG00000168269.8,na,0.040615652,0,0.183115736,2.722345556,2.078931324,0.019079012,1.955102389,0.741054598,2.63286727,0.018773028,3.742908365,3.268736589,0.0426243
ENSG00000151882.10,na,0.731429434,3.198420346,0.84789847,1.377981326,2.450839355,0.054573722,5.185754105,5.529646148,4.631891601,1.56454923,1.810848481,1.84573284,1.943826252
ENSG00000068078.16,na,6.793796284,1.74254047,2.651935709,2.289417464,0.667237142,4.626080873,0.680939389,0.287433363,1.225181024,0.233150857,1.201833436,2.392906787,1.155512507
ENSG00000137077.6,na,2.652329199,3.370118871,1.083341145,2.877333784,0.504638517,0.194518881,6.061055929,2.915380907,5.854683452,1.850152231,4.292681862,2.26524006,1.707471813
ENSG00000185499.15,na,2.802359446,6.772917113,6.240662962,8.76607605,4.925939754,4.925657185,6.361538161,4.64687163,5.359396227,4.561911908,6.217416326,5.742954245,3.976217155
ENSG00000116824.4,na,2.016885056,1.400009438,1.676154493,0.771466082,1.007537249,0.377858127,4.870049776,3.528858298,4.585132423,4.757188998,3.722403294,2.413544987,5.669702185
ENSG00000231292.6,na,0.247329362,0.05358954,0.107120145,0.109860758,0.275958626,0.081512822,3.426399193,1.035706453,2.520566802,2.799485947,1.529032903,2.596520666,2.977055413
ENSG00000026751.15,na,0.550314141,0.619400054,1.398021156,0.704811019,0.501524237,0.482291495,4.571795694,3.5589957,2.937137279,4.883047543,2.534936874,2.076144215,4.973825512
ENSG00000182326.13,na,3.369407791,5.676507593,5.683312313,4.090862856,4.627425715,3.571835166,6.748754226,5.687776497,6.788508169,5.672768936,5.269841852,7.468762683,5.809625198
ENSG00000232629.7,na,0.500829784,1.280618034,0.535494997,1.752270938,1.638524231,1.220631327,3.935440511,2.958755767,5.553502502,3.488094273,3.179780505,2.794709002,3.788615573
ENSG00000161405.15,na,0.511415666,3.889288048,0.436608919,0.106681048,0.3789371,2.568235441,3.123306187,1.364112448,2.61766476,2.747838806,1.302483506,0.511162238,3.501693473
ENSG00000165304.6,na,2.64875584,3.28542507,2.814133846,3.38737366,2.963918387,3.935212929,4.476643137,5.047745783,1.302978969,5.677775276,3.906659371,1.276956567,3.934712905
ENSG00000064787.11,na,3.592409115,2.467761518,1.587776004,4.415309001,1.609156296,3.851649618,0.256007834,0.162041652,0.601794935,0.023817805,0.208000166,2.618282556,2.579676443
ENSG00000078596.9,na,3.577155097,3.8959325,1.034206221,1.986208824,2.001458625,2.222365404,4.489821408,2.009828442,4.615068059,3.5715088,2.709433829,4.345693405,4.176045869
ENSG00000169783.11,na,3.840153799,1.152905992,0.719504721,3.300773846,0.486198563,2.714802407,1.513647687,3.388390743,0.748072809,0.671770415,2.812721204,1.300728141,1.65390549
ENSG00000181019.11,na,4.549489325,6.775072754,6.083100436,6.334922331,6.128744136,3.683523806,3.598344326,3.074860646,4.3309101,1.434551441,7.514971988,4.471106184,4.722465385
ENSG00000106565.16,na,3.667704674,3.26505111,4.484046623,2.251347195,3.932223015,3.151385004,6.833591579,6.032259595,5.430870096,5.844346193,5.01941812,6.007899566,6.002846242
ENSG00000183888.4,na,4.047134075,1.435938166,2.974968883,2.439719854,0.904340219,2.625716666,0.009959787,0,2.925075257,0,1.752291097,0.043107146,1.786618642
ENSG00000115956.9,na,1.763555438,2.763112925,3.264876024,1.768175499,2.052422749,1.859301005,5.287920879,4.314457601,4.333822806,4.221728042,3.40286496,2.387446451,5.279590663
ENSG00000110195.10,na,0.286605264,0.048074852,0.312131743,0.012719801,0.681653215,0,4.807352543,3.098626759,2.82028177,0.013785186,1.253541569,5.670862858,5.430408768
ENSG00000240671.2,na,0.309753326,0.025204458,0.147544797,0.026338338,0,0,3.099024096,2.799120529,3.837364974,5.013467901,2.268873313,1.91707982,3.928960227
ENSG00000169083.14,na,4.46469918,4.707140158,4.087185011,5.521220619,2.550092507,3.788482108,0.594588665,0.409531199,4.472113433,1.351291622,5.126184757,2.770083018,2.796091862
ENSG00000167754.11,na,0.969717582,0,0.02355299,2.320816493,0.238866209,0,5.753209212,6.123785496,4.176555324,3.960109584,0.946536935,2.700846677,0
ENSG00000275385.1,na,0.822017361,2.517001329,1.155090297,0.1505126,1.061164432,0.287255726,5.246938141,1.523070858,1.73319625,2.645341755,5.008852468,0.434982316,3.957020112
ENSG00000109846.6,na,2.394823146,3.965155678,4.85894703,1.451708743,1.916988988,1.68020138,4.717138868,6.703255256,4.486500488,5.258439408,2.992825957,4.136497298,2.167191341
ENSG00000165863.15,na,0.210932835,0.062572904,0.024216579,1.712111834,0,3.488144989,0.018773533,0,2.07723665,0,0.174315623,0.062954096,3.261805063
ENSG00000105707.12,na,3.145099511,0.682311068,3.89702148,5.116812131,1.532725158,1.854576346,2.274984226,0.114039146,2.921659987,3.958788672,1.809635596,0.137492832,3.605286873
ENSG00000149968.10,na,0.615274058,2.861660535,3.521293449,1.376099232,3.280976393,0.137752221,1.55468937,2.153916918,2.709234553,1.586636445,3.566579315,4.714598273,3.460266429
ENSG00000076716.8,na,1.480311802,4.347068464,4.551974243,5.159083627,3.17844047,3.627103384,3.941019558,2.934865224,2.722558975,1.89760393,4.869526363,4.06524908,1.256608523
ENSG00000244734.2,na,3.487796506,4.261967072,1.503158498,1.461045596,0.324761543,1.517116728,3.536881506,2.284275489,2.009478553,3.178225559,1.054354109,3.923781737,1.378178563
ENSG00000198944.5,na,1.159317475,1.37716716,0.953304446,1.684262932,0.469561936,1.384228336,0.037347957,0.157618376,2.405242656,0.208646734,2.767657235,0.331535709,0.036902116
ENSG00000101098.11,na,5.974600992,0.83402243,0.13315,0.555274066,2.755860144,4.132577842,0.023149814,0.056656515,1.963280659,0.03727661,0.218551058,0.046085745,1.12423733
ENSG00000204434.5,na,3.797592798,0.643016925,1.150362925,1.229972069,0.187026381,2.099705946,0.049971321,0,1.734723944,0.008103475,0.384342616,0.024526093,2.288111899
ENSG00000188257.9,na,0.338506253,4.347702291,0.143989063,1.248425434,0.012686321,0.051764734,5.153654032,0.972676248,1.343998246,0.06340344,1.663761189,3.825202517,3.648081006
ENSG00000108176.13,na,6.706103279,5.174973613,4.170703713,4.597128223,4.877915685,5.950257352,0.674052006,0.555521443,4.065654917,0.279951828,3.071922625,1.317336571,1.562972869
ENSG00000277030.1,na,6.719080545,0,2.188385085,0,0,1.366460508,3.586421353,1.278422648,1.747907613,2.614603537,1.280432682,0.773180341,4.381156453
ENSG00000169442.7,na,2.825684405,3.030756322,2.143774988,1.571233083,3.065151048,2.577877413,5.809564079,4.928940534,5.601034248,4.987259121,4.718874919,3.162257229,6.092774605
ENSG00000181092.8,na,2.926803283,6.592355698,0.122303277,0.129414157,0.013896039,0.236243832,3.174350901,2.004833793,2.006622736,0,3.284348316,0.004796534,2.157881001
ENSG00000211952.3,na,0.302160705,0.130005965,0.435203587,0.091827807,0.097657522,0,6.204434196,1.618948452,3.722433974,4.728336686,3.461769281,3.300996763,2.990774264
ENSG00000139055.5,na,1.166651476,2.701895064,1.188098516,2.30545681,1.106543441,3.873763027,3.328030373,4.52794403,3.642746044,2.27633815,3.534474417,3.248596002,2.327076667
ENSG00000121039.8,na,1.614729449,2.776041553,2.589452117,1.095211465,2.339455252,3.293894229,4.612945314,6.204540811,2.652131451,7.193130083,1.729470699,4.574265688,3.116703876
ENSG00000180818.4,na,5.082639126,3.716326713,5.03206338,0.384656931,4.340261347,1.801875375,2.919523407,3.184357586,3.960295542,1.730682465,5.85418151,3.219892162,4.847806612
ENSG00000064886.12,na,0.251359078,2.07555287,3.207373079,0.796992091,0.907836882,0.099784724,5.924110371,5.931361902,4.025667211,2.421186616,0.82804687,1.154578875,1.950712228
ENSG00000274173.1,na,6.275615097,5.993126758,3.634114872,5.778954902,3.630280485,5.794614637,3.096647145,3.950457315,4.068458779,1.615718812,4.076779673,4.471865142,2.562825439
ENSG00000223648.3,na,0.356422179,0.035913124,0.07222323,1.162494382,0,0.02765996,3.151339727,1.41203202,0.658601535,4.656790328,1.281766621,2.771064007,10.10678573
ENSG00000108700.4,na,1.239464034,2.514573778,3.221644212,0.645994802,0.721689244,0.276835382,6.009548451,5.102103502,2.562555885,2.676064726,1.911680352,0.771122047,3.882098567
ENSG00000152953.11,na,3.151020815,0.634148351,2.794582829,3.351499902,0.585313502,2.726650511,0.835864167,0.23685121,1.817083111,0.12941147,0.780958737,1.103281191,0.528805273
ENSG00000119922.8,na,1.882336136,2.897557995,5.308174823,3.879042125,2.176018149,1.557617534,6.676474799,6.000383335,3.15278591,2.599299385,2.744606372,3.136432706,4.92938365
ENSG00000167653.4,na,2.851139518,4.083890343,0.065293953,1.73503986,1.091639572,0.016693979,1.768156578,3.392482468,1.637301976,1.221039351,0.133035476,2.804541577,1.010450731
ENSG00000100003.16,na,2.907825637,2.230839144,2.950960404,6.577963129,0.545991051,0.62610995,1.766593607,1.581876116,4.405356013,0.744548901,1.90979207,1.655805371,1.628526516
ENSG00000183044.10,na,3.126550748,3.240641948,4.670412652,3.803744189,1.822487663,2.326766955,0.921799739,0.58658954,3.888830129,0.606057001,1.719299005,1.046687421,1.157603859
ENSG00000081479.11,na,4.208513883,0.135652777,3.047242388,1.845173201,0.022275005,2.665876837,3.545056201,2.521894172,3.939938506,2.839700192,0.063159826,0.446575637,4.405317245
ENSG00000185290.3,na,2.247786738,3.140842971,3.305795598,2.183791289,2.755008315,0,0.210524918,0.620963687,3.499388524,0.32318529,0.496515886,1.352799197,3.340365746
ENSG00000133110.13,na,6.339763496,9.369802255,7.989601699,6.812349053,9.70412222,8.159109872,6.345007592,7.327894602,8.946510996,6.157793699,7.694588123,9.845686789,6.519704284
ENSG00000274012.1,na,6.877367076,5.42598034,4.597970147,5.991216692,2.906627496,3.785558463,3.692630164,7.02374518,7.99300376,5.57847988,5.216320557,2.847227565,3.601521364
ENSG00000179344.15,na,3.852435994,2.845815639,4.725903469,2.173538213,2.253731219,3.195848938,4.36212722,3.244199643,5.679131092,5.662368672,4.983202551,4.534939635,5.78031566
ENSG00000138207.11,na,3.279915977,5.212753916,0.459997798,0.288858197,0.219503139,0.327563662,2.503627533,1.49710542,1.444555437,0.059073227,2.427799847,0.290003501,1.064095411
ENSG00000137959.14,na,0.726251748,1.919405872,3.146785353,2.112233579,1.444016786,0.51481575,4.854888223,4.014660072,1.816456192,2.47967025,1.505129247,1.360500969,4.442989034
ENSG00000273472.1,na,5.936037491,0.976655778,1.384171869,2.901450194,1.692108909,2.268938332,0.590652239,0.301797539,2.217054993,0.453423452,1.302187489,0.220708129,0.620220054
ENSG00000235687.7,na,3.337594522,0,4.172890371,6.342272797,4.400833717,3.353466738,0.04041708,0.170007812,5.586240858,0,4.768881977,0.500434186,2.623968676
ENSG00000111335.11,na,1.811807808,3.109820526,5.393013466,5.601800882,3.246607317,1.879511074,5.969679839,5.194473148,3.641446023,4.265631888,3.244897066,3.259106364,6.13191274
ENSG00000223350.2,na,0.111967947,0,0.092914898,0.184700414,0.284896896,0,4.904666597,1.491941274,1.684845515,3.916876346,3.809582272,1.751177883,7.276856464
ENSG00000123358.18,na,5.089384927,4.567823188,2.135531084,2.631250191,0.903896708,2.429333842,4.083366391,2.382507719,5.043086042,1.764343151,2.373206492,3.575698605,1.043046053
ENSG00000136960.11,na,2.146087929,3.384321707,0.899393515,1.299294546,1.310113743,1.926301386,4.159185192,2.356515223,3.568016549,0.95142255,2.188098235,3.460575104,2.121844762
ENSG00000172575.10,na,2.048653111,2.750527517,1.897854751,2.992523624,0.745141146,2.537910422,3.95377499,3.765597269,2.495266798,3.048948348,0.93670245,0.350093509,2.19375161
ENSG00000178401.13,na,0.480893461,3.05239847,4.621004673,2.394275835,2.353754654,2.965744946,0.901827407,0.267399054,2.134611195,0.247951575,3.476204104,1.215771964,1.977722581
ENSG00000152661.7,na,4.553753995,6.298999047,5.791989748,6.915409221,6.466337564,4.180889169,5.017400893,4.365500884,7.276637091,3.341739546,4.417578046,6.577828541,8.253431057
ENSG00000168004.8,na,1.247078577,2.833417443,1.078240299,0.661001101,0.758902636,0.053350887,1.92442298,0.145796447,3.867564557,0.48381814,0.591594508,1.782300408,2.575264587
ENSG00000232815.1,na,2.049322268,0.224230701,0.362214073,0.495871744,0.272793561,2.070317468,1.490991018,1.31645995,4.133396094,1.798079994,4.173219531,0.579348729,2.736065147
ENSG00000239819.2,na,0.086526471,0.104403876,0.297813161,0.037245059,0.039657244,0.027454728,3.317455682,2.485152077,3.413770456,2.943246377,3.754445356,1.855166223,2.712934722
ENSG00000135069.12,na,0.311929119,3.293397646,0.798991517,0.197617146,0.754445428,0.409501061,4.686894695,4.931251964,1.702668544,6.648382224,5.271640219,2.414698404,2.736667643
ENSG00000110448.9,na,1.014081085,0.221441253,0.843195905,0.575252271,0.19893834,0.101998019,2.797236072,1.639094056,3.070298748,2.785463364,1.787171115,1.045153803,3.22712492
ENSG00000188959.9,na,4.226404621,4.101006548,3.163971422,5.324687589,2.845240312,4.254397714,1.60045814,0.29629548,3.665232999,1.307143541,4.733375317,2.274018971,2.065306096
ENSG00000211632.3,na,0.142188655,0,0.15554251,0.233026491,0.087149564,0,4.038885731,1.481999131,2.425942153,3.86049411,2.643181121,2.31765744,2.596275004
ENSG00000141424.11,na,10.1034202,8.803697146,6.537698917,8.11406136,8.119198656,7.974208786,4.431874914,5.343538404,7.706601666,5.690312746,6.808636199,5.188585493,5.415454531
ENSG00000170345.8,na,5.744956091,8.133964788,4.678715728,3.773100562,2.617887628,4.826727311,7.842556356,4.856095782,8.057100596,2.586869875,5.792129728,6.843208534,4.025272903
ENSG00000243238.1,na,0,0,0,0.280780934,0,0,3.760284971,0.919214292,2.987899369,7.655316213,0.905620465,2.507793783,4.806539207
ENSG00000118849.8,na,0.98131461,3.126141019,1.820061718,1.321333349,1.964187122,0.479844183,7.943703264,6.443975284,4.873420026,4.910221994,4.252313459,4.535960074,3.753686719
ENSG00000163873.8,na,3.502329196,0.07429859,0.157961298,2.50717546,0.100470455,2.322767064,0.297527799,0.433581442,3.107037684,0.019313413,0.267417835,0.357365153,1.984746311
ENSG00000117399.12,na,3.471178484,3.369354516,4.789058406,4.903911628,3.369119272,2.703166764,5.051484331,5.399104046,2.312260651,6.803326096,3.982400922,2.956346565,5.213836913
ENSG00000228232.1,na,2.236100732,4.136600031,1.599525738,1.445246858,1.591646807,0.970549953,1.580169035,1.010299849,2.886233283,0.940346059,4.065572323,3.139325833,4.61361878
ENSG00000203697.10,na,2.575757097,3.116041176,2.875424837,6.355475238,0.072579535,1.264814846,0.330536628,0.347325181,2.182103952,0.020883777,0.219097802,0.856568836,1.126341368
ENSG00000111716.11,na,3.754072433,5.284528946,5.463340752,3.201990287,6.108960042,7.218600071,6.332931723,6.93959755,5.695491179,7.517165121,4.825109752,5.447468991,7.066758138
ENSG00000131203.11,na,0.521285138,0.283469304,1.442939247,0.228113166,0.08935224,0.187043333,3.798902189,3.125955581,2.799578109,3.829699815,2.625317221,0.58434674,4.802718363
ENSG00000132329.9,na,5.839223096,1.343265435,3.386646497,0.636489427,2.22600909,5.734345758,1.467675336,1.925034173,4.402585827,1.631386111,2.221417676,2.004580614,4.051764772
ENSG00000184588.16,na,0.715017596,4.498205081,3.73549029,1.621845328,1.208025728,0.993527659,4.372216162,1.947540021,3.54924149,1.510797462,3.939675728,2.138616976,2.145037328
ENSG00000272405.1,na,2.03522828,0.325289152,4.099774086,3.409030074,2.333884633,0.049666938,0.500710748,0.17559659,1.922259858,0.237035365,0.194280943,0.112440469,0.365495771
ENSG00000137699.15,na,0.801540643,0.075331368,2.88152138,0.976477607,0.093557894,0.004339097,2.252873875,4.298236118,3.487578384,0.820546113,1.261227716,4.417746256,0.332483114
ENSG00000189221.8,na,1.221258406,3.693807672,0.526573068,0.632951183,0.56219664,3.875034966,3.133674305,0.73671699,2.019999128,0.124836476,2.688069763,0.980138335,0.60569126
ENSG00000224237.1,na,0,2.983638257,0.093579667,0.185980877,0,2.799833984,0.072934123,0,0,2.65432554,2.071486707,3.448062649,2.795415372
ENSG00000104341.15,na,7.021420781,7.382894417,7.03895439,4.840745116,6.702165705,4.611308555,5.028489522,6.391665627,4.700103307,6.898143968,7.529025682,4.838738578,7.665151386
ENSG00000128849.10,na,3.874109117,0.74585417,4.060041036,2.302600224,0.482166922,1.438346373,2.497045893,0.817377865,3.360199987,1.773523202,1.631392372,1.984742257,1.159634411
ENSG00000244731.6,na,1.005407507,3.236176415,3.731352579,2.538179708,0.461176408,0.159615779,1.057804479,0.831621083,4.656727581,2.16498467,2.927424387,1.325453233,1.989608343
ENSG00000249661.1,na,4.831042364,0.116603588,1.996076557,0.311557325,1.149994613,2.678603135,0.032906786,0.009128502,2.514994073,0.005972123,0.941439496,0.182290465,0.608076383
ENSG00000213088.8,na,2.38942536,3.74768801,0.231935312,1.696599487,0.1267964,0.831425749,5.121974635,2.663460666,4.320547646,1.109347743,2.426023551,2.149177024,3.681562318
ENSG00000049130.12,na,4.091688266,5.140407544,3.680589072,3.572827363,3.705027907,5.687940219,2.314769258,1.51426149,5.771943978,1.13469092,4.120357938,2.926525706,4.741944521
ENSG00000235978.5,na,1.868540972,0.389213354,2.261584996,4.26359695,0.265722961,5.4267207,0.305212805,0.127763707,3.027286935,0.117322967,0.65010863,0.27352951,1.871853882
ENSG00000197253.12,na,3.85352982,3.822871173,1.296243738,0.487245949,2.661325381,1.678892233,2.608721291,1.753950581,5.34569064,0.6311779,1.674175594,1.82964849,2.849341691
ENSG00000211946.3,na,0.354306794,0.132998531,0.177754774,2.999914486,0,0,2.799228671,1.449237848,1.165204824,4.90535152,1.86740118,2.881089053,5.133900034
ENSG00000178538.8,na,4.153592505,3.842713909,0.26297905,0.094394672,2.691160082,3.029218786,2.316908385,2.062455302,2.088714352,3.731368081,2.408781061,0.399200381,0.939817133
ENSG00000134202.9,na,3.67090238,5.115853774,2.309766,5.321935931,4.074719596,5.588690985,2.088543288,0.886501932,5.241724645,1.926693493,5.340102706,4.457068529,4.31453633
ENSG00000090382.5,na,3.747785885,5.47744388,5.252974418,2.801021557,3.616241671,4.770210989,8.318910576,6.647311701,7.832261657,7.165833619,7.301514598,5.716508805,8.519582928
ENSG00000062038.12,na,1.080089397,1.690602157,3.665952019,3.514660149,1.31982057,0.469859924,5.104702088,4.639801499,3.557409038,4.389747534,3.33757184,3.148275945,0.415235486
ENSG00000211772.7,na,1.878755836,1.084035216,1.378500121,0.668675385,0.703390092,0.260640551,4.698059181,3.049672683,4.321819831,4.563594086,3.393128638,2.336018316,4.857067937
ENSG00000132514.12,na,0.636722948,0.668810574,0.046923153,0.063848575,0.051255337,0.023782183,2.475559049,1.466822728,3.524971395,0.521447922,1.184554513,0.56472183,2.654364481
ENSG00000123689.5,na,4.185033149,5.436231473,1.94235117,1.154194928,0.710041867,0.571165229,4.718702158,3.08136076,2.400848569,2.48495293,4.386520621,0.846614703,2.636806269
ENSG00000126778.8,na,3.82160024,3.833704464,2.400291649,0.251349921,1.669775341,6.15947035,0.236763632,2.516832959,2.052041023,1.282860367,0.928909283,1.273464161,1.127510315
ENSG00000171102.13,na,0.06159845,0,6.711623536,0.183133923,0.01879398,0.012982131,4.425384802,0.166683485,2.870253594,5.310540794,0.508793202,0.391006827,4.275987582
ENSG00000115339.12,na,2.113752968,4.39846582,0.41874003,4.635396469,3.474063657,0.295952393,5.234535934,4.106156014,3.049326104,2.836374756,3.885633021,3.652963587,4.346201131
ENSG00000060718.17,na,1.328587668,5.583050374,5.490375406,4.159331351,6.132711121,4.638946105,2.687244982,3.432195293,4.691922475,3.426677145,4.242490554,6.429590834,2.870758482
ENSG00000216331.1,na,0.111183268,2.826968543,2.888642399,4.45156107,3.240711957,3.188699965,2.005334291,1.087239137,2.109464453,2.004840295,4.859629079,0.457198588,0.742503808
ENSG00000102837.6,na,0.269131768,3.379487519,0,0.006938007,0.180868729,0.010182287,5.074749052,2.257833916,2.399743286,0,1.940266001,3.205507474,0.006888438
ENSG00000157404.14,na,1.167351518,1.675756155,0.807970588,0.582132812,1.935480197,0.950974049,5.714921826,3.273650219,5.346740559,2.331570916,1.203181072,2.945793377,1.533187761
ENSG00000271503.4,na,2.926674441,2.432948774,3.271337244,1.635008437,1.912970252,0.91233784,6.705556169,5.469315978,5.168868506,5.99062852,4.736614065,3.832792826,6.759389205
ENSG00000100453.11,na,0.189483292,0.130505157,0.26599859,0.123106855,0.276136625,0.158771878,3.850085275,2.891440022,2.508946545,3.91543721,2.010204649,0.564674517,4.027676122
ENSG00000204140.9,na,0.143330873,1.285314409,3.425809797,3.215810815,0.294031028,0,3.18395292,3.16149702,2.080193128,1.572425119,0.108879624,0.133866339,2.006762181
ENSG00000243649.7,na,0.220495174,4.436066437,4.25724763,3.736352956,1.956048184,0.089018871,3.009463505,2.525310057,3.551813839,1.049335239,1.659697335,0.726683411,1.434930563
ENSG00000211904.2,na,0,0.598178838,0,0,0.363114223,0,2.737257027,1.877059179,2.60707489,4.063765839,2.193076388,4.378084354,7.219036098
ENSG00000211976.2,na,0.959126479,0.085613922,0.087137648,0.468311431,0,0,4.942433321,1.617130929,3.981759957,4.211896139,0.772783913,3.909439453,4.389378951
ENSG00000198759.10,na,0.088554549,0.867899606,1.458438251,0.317786498,0.63043084,0.160997685,2.794825872,3.075441767,1.946705016,2.863569705,1.4697421,3.624305282,3.727763091
ENSG00000211753.3,na,1.183887415,0.622818843,0.735395268,0.437638063,0.291361852,0.288976446,3.639945227,2.330072929,3.778165067,3.668037844,2.561604597,2.106474872,4.20343229
ENSG00000120875.7,na,6.966516266,3.39643154,3.871244353,6.074298136,1.664348085,1.353379767,2.348196453,2.61297299,4.615645741,1.866118302,4.839011401,2.226908861,2.810368796
ENSG00000113924.10,na,0.630141763,0.842108156,3.040606403,0.492934686,1.63012816,0.366141271,0.064709009,0.076377456,1.613785482,0.021802341,4.671099902,0.086511685,1.231407226
ENSG00000074527.10,na,2.273423821,5.934819318,4.231160171,5.027607732,4.163098159,3.098084683,3.850192402,3.039853925,6.274146091,2.689641022,4.014579507,3.508490445,4.318623524
ENSG00000122756.13,na,3.524459983,2.45926868,0.054731564,0.009512772,0.069495107,3.477407857,2.495019953,0.975116176,1.012055181,3.859947058,1.045046401,0.196035435,0.275222975
ENSG00000125740.12,na,4.382379096,6.085348759,2.693872419,2.674565219,0.825262023,1.892990914,5.10563372,2.275780026,5.807700569,2.047134618,2.444712744,3.854174948,0.704184371
ENSG00000259459.4,na,1.551672469,3.208359605,3.397946631,2.017865972,1.168631131,1.878752931,0.202950754,0.142600771,2.900897023,0,0.879753496,1.580584422,2.023364361
ENSG00000213886.3,na,0.643167632,0.439784396,1.834144008,0.315108749,0.076921481,0.066525209,3.436838226,2.907033026,4.663887795,5.521947541,2.957062664,1.062279063,4.699790755
ENSG00000147257.12,na,2.255289456,3.429816614,3.587320814,5.794726153,1.285864319,2.39331419,3.737221918,1.478254561,2.842898524,1.007819897,2.365073159,1.961873767,2.110799098
