gene_id,Groups,TCGA.BH.A1EV,TCGA.BH.A1F8,TCGA.BH.A1F0,TCGA.AC.A2FM,TCGA.BH.A1F2,TCGA.BH.A1FD,TCGA.BH.A1FH,TCGA.BH.A203,TCGA.BH.A1EU,TCGA.BH.A1FM,TCGA.BH.A1FR,TCGA.BH.A1EW,TCGA.BH.A208,TCGA.BH.A1FJ,TCGA.BH.A1EN,TCGA.BH.A1FN,TCGA.BH.A1FE,TCGA.BH.A1ET,TCGA.BH.A204,TCGA.BH.A1EO,TCGA.BH.A1F6,TCGA.BH.A1FC,TCGA.BH.A1FB,TCGA.BH.A1FG,TCGA.BH.A209
 , ,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Late,Late,Late,Late,Late,Late,Late,Late
ENSG00000180616.7,na,0.311457308,0.417689563,0.66646422,0.409127824,1.876881855,2.572439168,0.841719707,3.702846726,0.653882428,0.95894593,1.92991303,2.720010536,0.98564837,2.558534953,0.287121922,3.950085503,3.22587204,0.635953277,0.206866657,1.529964003,0.513833188,0.390062482,2.444401026,0.23512929,1.544833319
ENSG00000168542.11,na,9.390905539,8.923595101,8.662833066,7.986100494,10.26253258,9.103420402,11.81744882,8.736740643,10.25261536,9.741007716,7.406383149,8.08569056,12.08317995,7.972364389,8.549569295,9.551328776,10.34300125,9.725321705,7.938887624,10.95063257,8.509642138,7.949570373,10.11302932,7.463357816,8.366620704
ENSG00000141574.6,na,1.078959184,2.872691788,5.354069589,0.969866605,3.784653435,4.181229029,2.385400566,1.67628749,2.153488674,2.958883531,1.728183717,4.501508281,2.274798054,3.768781983,2.96727582,4.809380223,2.722844803,2.635623932,0.539923346,1.490047461,4.469202439,3.958616297,2.886940507,4.735057619,4.220662717
ENSG00000160862.11,na,6.410064306,7.083462955,6.819612524,6.351311897,4.6746875,8.334436597,8.043703304,7.571622543,8.674648222,5.535616684,9.932744358,6.864288515,8.475420802,9.676503048,10.73421089,7.003015836,6.644957274,9.95326203,5.867001869,6.461322968,9.356971126,8.648276783,7.819445398,9.117090227,6.954742416
ENSG00000145649.7,na,0.630391618,2.321760928,4.338252543,1.545900495,1.032806201,0.752544281,2.323924737,2.694306333,4.205815777,0.999145953,2.602050836,3.062080531,2.332911409,0.700306643,1.37914297,0.791238115,4.088350959,2.863772227,0.426829165,2.588009637,3.063489899,4.014145296,3.223557796,1.946029687,4.82807674
ENSG00000249599.1,na,1.494792077,0,0.029416747,0,0.770493048,0,0.076343336,0,2.030938033,4.614890513,3.422520292,2.587311962,0.084236761,4.074774207,0.255975788,0.062222768,0.136737514,0,3.495630712,0,0.125225155,0,0.038823298,4.153643129,0.573770899
ENSG00000146476.9,na,6.235876606,6.281428142,3.881429803,7.856094443,5.221647888,5.099443889,3.917999699,4.203694693,5.470374148,7.029088052,5.962665807,5.695690256,2.60642177,4.806049367,2.87076074,4.863629477,5.391324011,5.670522846,8.919190534,4.645246315,3.117057585,2.666635629,5.284176725,8.266788457,6.312079736
ENSG00000187837.3,na,4.417271826,5.367621926,5.192966856,4.243591889,6.690315018,8.560746986,5.113041097,8.93795345,5.631612794,6.306408127,5.785768763,4.118886569,4.699430618,8.352718105,7.697999256,3.632385151,4.271922795,5.635839312,4.153432774,3.236630852,3.783979977,5.959927173,5.888694577,7.511558254,4.461767345
ENSG00000253361.1,na,2.088754984,4.384466787,0.321887888,2.576302937,0.190287653,3.466025919,1.919995522,1.154127635,2.196063227,1.586231533,2.606576385,0.740427205,0,2.358108816,0,0.618058435,0.304011165,0.784515455,5.888840873,1.458975197,0.242925057,0,2.259379595,1.220264005,2.487898004
ENSG00000174827.12,na,0.308489151,1.1017313,0.267517878,1.297109073,0.175403017,3.78462,1.715549705,0.554057431,6.067219494,0.411483119,5.998785852,5.968565712,0.144446696,5.087176722,0.178157584,0.466141885,2.165908981,4.301885716,1.34655966,0.458622656,0.247125973,0.81814763,2.448038192,2.340492512,0.417329063
ENSG00000185479.5,na,0.398698347,1.3472548,5.134622919,0.832733281,0.016793067,0.008574955,2.779323188,1.698508663,1.7362534,0.160132008,0.362150617,1.096082392,5.012726088,0.431707472,1.188635767,1.053622903,4.072809159,0.565584688,0.025713761,0.539212953,5.979877916,0.497086308,4.301601447,2.435827127,0.008739263
ENSG00000081237.17,na,1.604187121,2.203995146,5.041044938,1.520539372,2.168297325,2.491463786,2.810624171,2.80920981,5.044553162,1.621302311,2.770285744,4.211896835,1.878022352,1.255821952,1.472127652,1.949568409,4.580889804,3.059408845,1.716750418,3.538699125,3.338670224,3.753920227,4.700727613,1.567183546,4.879447167
ENSG00000180573.9,na,4.27587926,6.657000266,5.364551435,3.656019497,7.091436942,6.20457141,5.427481608,6.488931936,5.623655948,5.783870123,6.717209167,3.770644087,3.389174986,7.519541321,5.620135633,3.056253175,5.414454093,6.147925953,6.313138416,4.031823845,4.732542772,5.182662541,6.227388481,6.90449575,4.115551175
ENSG00000168269.8,na,0.729097455,1.849375449,1.955102389,0.040615652,0,0.183115736,0.903641012,3.742908365,1.50778801,2.078931324,0.222676722,0,3.268736589,2.722345556,0,0.172018917,2.251834234,1.63228115,0.019079012,0,0.741054598,0.018773028,2.63286727,3.615537743,0.0426243
ENSG00000151882.10,na,2.378750248,1.213579154,5.185754105,0.731429434,3.198420346,0.84789847,3.078716727,1.810848481,3.154855203,2.450839355,1.822714969,0.47850583,1.84573284,1.377981326,0.091919457,0.273914881,1.713502373,3.429671593,0.054573722,1.115307318,5.529646148,1.56454923,4.631891601,3.899155899,1.943826252
ENSG00000068078.16,na,3.02618493,1.369086763,0.680939389,6.793796284,1.74254047,2.651935709,1.617308115,1.201833436,2.766626008,0.667237142,1.988565455,2.75574961,2.392906787,2.289417464,0.178787542,1.098583306,0.714630765,2.865491702,4.626080873,0.589441558,0.287433363,0.233150857,1.225181024,3.418266683,1.155512507
ENSG00000137077.6,na,0.286160065,0.820127715,6.061055929,2.652329199,3.370118871,1.083341145,3.328540069,4.292681862,3.405176081,0.504638517,3.458954861,3.425738871,2.26524006,2.877333784,0.127011029,1.383314061,6.221990473,3.929457091,0.194518881,1.669496946,2.915380907,1.850152231,5.854683452,1.721440798,1.707471813
ENSG00000185499.15,na,9.109000465,4.632304784,6.361538161,2.802359446,6.772917113,6.240662962,4.798108311,6.217416326,6.275230641,4.925939754,4.728034612,6.432879374,5.742954245,8.76607605,6.737497269,6.834318696,4.132123743,8.195409425,4.925657185,6.791154562,4.64687163,4.561911908,5.359396227,6.908052893,3.976217155
ENSG00000116824.4,na,0.597536361,2.135357832,4.870049776,2.016885056,1.400009438,1.676154493,2.298580407,3.722403294,4.558160898,1.007537249,2.869010595,3.291521636,2.413544987,0.771466082,1.268822452,1.73723668,4.751159085,2.61320219,0.377858127,3.101102837,3.528858298,4.757188998,4.585132423,1.79674122,5.669702185
ENSG00000231292.6,na,0.654681433,2.157462794,3.426399193,0.247329362,0.05358954,0.107120145,2.157458264,1.529032903,0.69792224,0.275958626,1.156875172,0.945459459,2.596520666,0.109860758,0,0.089226827,2.288558469,1.510869635,0.081512822,0,1.035706453,2.799485947,2.520566802,0.830924653,2.977055413
ENSG00000026751.15,na,0.83144319,1.494456968,4.571795694,0.550314141,0.619400054,1.398021156,2.049637582,2.534936874,2.75280169,0.501524237,1.705075301,2.127546464,2.076144215,0.704811019,0.657813156,0.632147202,3.099878975,1.741923715,0.482291495,1.614930026,3.5589957,4.883047543,2.937137279,1.076735367,4.973825512
ENSG00000182326.13,na,5.121956867,5.047017911,6.748754226,3.369407791,5.676507593,5.683312313,6.974286418,5.269841852,6.675750102,4.627425715,3.931348448,5.666470971,7.468762683,4.090862856,4.401164684,5.408030881,6.794485219,5.165574992,3.571835166,6.746955512,5.687776497,5.672768936,6.788508169,4.02634839,5.809625198
ENSG00000232629.7,na,1.237426327,1.883222317,3.935440511,0.500829784,1.280618034,0.535494997,2.56287856,3.179780505,4.382842004,1.638524231,0.362220805,0.451075859,2.794709002,1.752270938,2.207888069,1.860738487,4.083269468,2.90528037,1.220631327,3.33260682,2.958755767,3.488094273,5.553502502,2.282022965,3.788615573
ENSG00000161405.15,na,0.586234199,1.086234743,3.123306187,0.511415666,3.889288048,0.436608919,0.867167143,1.302483506,2.93983873,0.3789371,1.120045017,1.77555785,0.511162238,0.106681048,0.217668595,0.486003727,2.5649814,1.221746404,2.568235441,1.134189583,1.364112448,2.747838806,2.61766476,0.273911376,3.501693473
ENSG00000165304.6,na,2.538580703,2.998393013,4.476643137,2.64875584,3.28542507,2.814133846,0.911923928,3.906659371,1.595106153,2.963918387,2.082120279,2.777770043,1.276956567,3.38737366,2.43615149,3.978095149,2.962081722,1.153684041,3.935212929,1.849086222,5.047745783,5.677775276,1.302978969,1.6450198,3.934712905
ENSG00000064787.11,na,2.905796479,2.758999917,0.256007834,3.592409115,2.467761518,1.587776004,3.562691062,0.208000166,2.198190129,1.609156296,1.142668397,0.951401459,2.618282556,4.415309001,5.946498468,0.558960534,2.238923366,3.009772382,3.851649618,3.595513604,0.162041652,0.023817805,0.601794935,1.698863266,2.579676443
ENSG00000078596.9,na,1.181688298,2.311257963,4.489821408,3.577155097,3.8959325,1.034206221,5.503602864,2.709433829,4.764554029,2.001458625,3.377816829,4.192165208,4.345693405,1.986208824,2.130601273,1.641208809,4.734305584,4.165568529,2.222365404,3.811993186,2.009828442,3.5715088,4.615068059,2.28242484,4.176045869
ENSG00000169783.11,na,1.209756293,4.285776184,1.513647687,3.840153799,1.152905992,0.719504721,2.384911582,2.812721204,0.492931049,0.486198563,1.305096065,4.064047971,1.300728141,3.300773846,3.559113078,1.142940673,1.466954501,0.64225124,2.714802407,2.085979298,3.388390743,0.671770415,0.748072809,0.367112587,1.65390549
ENSG00000181019.11,na,4.090114468,7.499034213,3.598344326,4.549489325,6.775072754,6.083100436,6.359099006,7.514971988,5.412390925,6.128744136,3.113689253,6.798710866,4.471106184,6.334922331,4.262469065,6.328861718,5.119238577,5.515488905,3.683523806,5.720323292,3.074860646,1.434551441,4.3309101,4.556156317,4.722465385
ENSG00000106565.16,na,3.520279833,3.815822456,6.833591579,3.667704674,3.26505111,4.484046623,4.993807032,5.01941812,5.905429319,3.932223015,6.184442492,6.784128048,6.007899566,2.251347195,3.9702784,4.031382724,5.362765541,4.649779502,3.151385004,6.065308502,6.032259595,5.844346193,5.430870096,4.200111823,6.002846242
ENSG00000183888.4,na,5.007551824,2.720419697,0.009959787,4.047134075,1.435938166,2.974968883,3.524583595,1.752291097,1.604048235,0.904340219,1.666474255,2.101602776,0.043107146,2.439719854,4.389879724,0.010652079,2.53858543,4.612281617,2.625716666,0.413127436,0,0,2.925075257,4.435712368,1.786618642
ENSG00000115956.9,na,2.093386646,2.07366265,5.287920879,1.763555438,2.763112925,3.264876024,3.005438124,3.40286496,4.911661211,2.052422749,3.085460876,3.448402319,2.387446451,1.768175499,2.158335881,2.462688171,4.380226937,2.629137962,1.859301005,4.148855876,4.314457601,4.221728042,4.333822806,2.145466271,5.279590663
ENSG00000110195.10,na,0.045633706,0.659057342,4.807352543,0.286605264,0.048074852,0.312131743,2.371074214,1.253541569,3.243364187,0.681653215,0.434808787,1.223736702,5.670862858,0.012719801,1.20358361,0.296895937,0.560869392,0.598599664,0,2.374862868,3.098626759,0.013785186,2.82028177,0.58845204,5.430408768
ENSG00000240671.2,na,0.391777622,1.527773197,3.099024096,0.309753326,0.025204458,0.147544797,2.992867586,2.268873313,0.671434113,0,0.943107525,1.104149311,1.91707982,0.026338338,0.026725233,0.471187887,1.925281986,0.938877893,0,0.188945754,2.799120529,5.013467901,3.837364974,0.549371219,3.928960227
ENSG00000169083.14,na,3.822946535,5.795888871,0.594588665,4.46469918,4.707140158,4.087185011,2.848959334,5.126184757,4.929494327,2.550092507,5.00625981,4.374488855,2.770083018,5.521220619,3.248622756,4.440695427,5.021617024,6.118765905,3.788482108,4.246688695,0.409531199,1.351291622,4.472113433,4.269519805,2.796091862
ENSG00000167754.11,na,0.231105269,0.849125725,5.753209212,0.969717582,0,0.02355299,1.663155342,0.946536935,1.288884677,0.238866209,0.448625314,0.975676431,2.700846677,2.320816493,0,1.005914598,3.162235899,0.875513918,0,0.436072095,6.123785496,3.960109584,4.176555324,1.476801051,0
ENSG00000275385.1,na,0.068147331,0.163091864,5.246938141,0.822017361,2.517001329,1.155090297,0.50327574,5.008852468,2.983709414,1.061164432,0.312297453,1.534797847,0.434982316,0.1505126,0.96615153,2.259571099,1.353094744,0.134887785,0.287255726,2.583054471,1.523070858,2.645341755,1.73319625,0.755989183,3.957020112
ENSG00000109846.6,na,2.024292035,1.960166938,4.717138868,2.394823146,3.965155678,4.85894703,4.172197063,2.992825957,4.103101262,1.916988988,1.975664995,2.388685727,4.136497298,1.451708743,6.584165864,2.690618704,3.131767384,2.089535795,1.68020138,2.791947896,6.703255256,5.258439408,4.486500488,2.252642027,2.167191341
ENSG00000165863.15,na,2.15519346,2.10144099,0.018773533,0.210932835,0.062572904,0.024216579,1.333608311,0.174315623,0.928008316,0,0.014359178,0.042815146,0.062954096,1.712111834,0,2.294128416,2.192666241,2.398410525,3.488144989,1.968842699,0,0,2.07723665,0.00911061,3.261805063
ENSG00000105707.12,na,5.120854286,3.644641818,2.274984226,3.145099511,0.682311068,3.89702148,1.96807242,1.809635596,3.653830489,1.532725158,4.236096563,4.084438087,0.137492832,5.116812131,1.862914492,3.938510385,1.756386348,3.976521392,1.854576346,3.399918481,0.114039146,3.958788672,2.921659987,3.932670323,3.605286873
ENSG00000149968.10,na,1.028087508,2.331063683,1.55468937,0.615274058,2.861660535,3.521293449,4.617373583,3.566579315,2.275333739,3.280976393,1.075130285,2.458034359,4.714598273,1.376099232,1.007439986,5.282730193,3.929634502,3.202015312,0.137752221,4.420783098,2.153916918,1.586636445,2.709234553,1.4371435,3.460266429
ENSG00000076716.8,na,6.673110047,2.358427038,3.941019558,1.480311802,4.347068464,4.551974243,3.229320848,4.869526363,5.35451165,3.17844047,2.262248358,4.051924286,4.06524908,5.159083627,1.932569898,4.44839006,3.212268535,5.009705137,3.627103384,3.850947663,2.934865224,1.89760393,2.722558975,1.397879678,1.256608523
ENSG00000244734.2,na,0.640439056,1.086514682,3.536881506,3.487796506,4.261967072,1.503158498,1.839575582,1.054354109,5.626412979,0.324761543,1.919108561,3.77658681,3.923781737,1.461045596,0.773341076,2.006524607,0.801804986,1.352953333,1.517116728,0.976077795,2.284275489,3.178225559,2.009478553,2.95649691,1.378178563
ENSG00000198944.5,na,3.372856335,0.306052868,0.037347957,1.159317475,1.37716716,0.953304446,1.036144063,2.767657235,3.111864916,0.469561936,0.712289,4.003645404,0.331535709,1.684262932,0.043898836,0.705972271,2.576250637,3.410519008,1.384228336,1.15734088,0.157618376,0.208646734,2.405242656,0.239707154,0.036902116
ENSG00000101098.11,na,0.815010967,3.201959198,0.023149814,5.974600992,0.83402243,0.13315,0.518087705,0.218551058,2.318073938,2.755860144,5.182790225,2.257151642,0.046085745,0.555274066,0.083916257,3.794792677,0.79841558,0.375611277,4.132577842,1.563601278,0.056656515,0.03727661,1.963280659,1.562642659,1.12423733
ENSG00000204434.5,na,2.851097239,0.731441747,0.049971321,3.797592798,0.643016925,1.150362925,1.269117217,0.384342616,4.586756589,0.187026381,1.632004088,1.872340264,0.024526093,1.229972069,0,1.355240928,2.512468215,2.81514332,2.099705946,0.028186888,0,0.008103475,1.734723944,2.338297955,2.288111899
ENSG00000188257.9,na,2.49359766,0.032663304,5.153654032,0.338506253,4.347702291,0.143989063,1.373134146,1.663761189,2.439802871,0.012686321,0.585863814,3.419211349,3.825202517,1.248425434,0.60547429,0,1.572783651,1.533009909,0.051764734,2.288959221,0.972676248,0.06340344,1.343998246,0.809291515,3.648081006
ENSG00000108176.13,na,1.902978669,3.981470707,0.674052006,6.706103279,5.174973613,4.170703713,3.693062748,3.071922625,2.785092622,4.877915685,4.404020175,3.170519477,1.317336571,4.597128223,4.061425236,2.495743249,4.059218725,5.500903194,5.950257352,2.520616013,0.555521443,0.279951828,4.065654917,6.132276167,1.562972869
ENSG00000277030.1,na,2.366893288,0,3.586421353,6.719080545,0,2.188385085,0.51320182,1.280432682,5.38196581,0,1.846861455,3.185925642,0.773180341,0,0,1.450175605,2.175376345,1.908632331,1.366460508,0.49359709,1.278422648,2.614603537,1.747907613,3.59024342,4.381156453
ENSG00000169442.7,na,1.712154559,2.837687821,5.809564079,2.825684405,3.030756322,2.143774988,2.85536578,4.718874919,5.966998627,3.065151048,3.670825059,3.884353406,3.162257229,1.571233083,2.203994388,2.703970915,5.623980372,2.959964504,2.577877413,4.543464892,4.928940534,4.987259121,5.601034248,3.144210454,6.092774605
ENSG00000181092.8,na,0.015763254,0.108446095,3.174350901,2.926803283,6.592355698,0.122303277,2.226832885,3.284348316,5.718727032,0.013896039,0.770426491,1.976779,0.004796534,0.129414157,1.012158341,0.04848043,0.942844317,2.129854232,0.236243832,2.399641391,2.004833793,0,2.006622736,0.533049448,2.157881001
ENSG00000211952.3,na,0.744783138,1.74865602,6.204434196,0.302160705,0.130005965,0.435203587,2.544747225,3.461769281,2.257546692,0.097657522,1.493562777,1.525908915,3.300996763,0.091827807,0.047324712,0.710082364,2.390510893,2.143984674,0,0.522806543,1.618948452,4.728336686,3.722433974,0.655358303,2.990774264
ENSG00000139055.5,na,3.307304141,1.973218057,3.328030373,1.166651476,2.701895064,1.188098516,0.871735323,3.534474417,3.543224596,1.106543441,1.960806023,1.424322141,3.248596002,2.30545681,1.362593958,1.376698001,2.285103469,4.738095074,3.873763027,3.820408063,4.52794403,2.27633815,3.642746044,3.520575764,2.327076667
ENSG00000121039.8,na,3.631976977,1.761507636,4.612945314,1.614729449,2.776041553,2.589452117,2.415967798,1.729470699,2.299541381,2.339455252,1.43759558,4.090894057,4.574265688,1.095211465,5.028200057,1.978788159,2.608407796,1.668684081,3.293894229,4.627380787,6.204540811,7.193130083,2.652131451,2.950690115,3.116703876
ENSG00000180818.4,na,4.295162446,4.985142873,2.919523407,5.082639126,3.716326713,5.03206338,4.323291542,5.85418151,5.057081206,4.340261347,0.434843797,5.038459618,3.219892162,0.384656931,5.067291528,5.303845925,2.905849216,4.195935381,1.801875375,3.94501457,3.184357586,1.730682465,3.960295542,0.478343877,4.847806612
ENSG00000064886.12,na,3.354505507,1.372201088,5.924110371,0.251359078,2.07555287,3.207373079,2.767829667,0.82804687,4.56562983,0.907836882,0.394758772,1.70206317,1.154578875,0.796992091,1.131873937,2.398318503,1.646858435,2.980859201,0.099784724,5.57616592,5.931361902,2.421186616,4.025667211,3.244603475,1.950712228
ENSG00000274173.1,na,5.789899851,6.573247048,3.096647145,6.275615097,5.993126758,3.634114872,4.514647134,4.076779673,5.028261376,3.630280485,5.06456375,4.132346769,4.471865142,5.778954902,5.660460815,3.674972912,2.996931646,5.944548604,5.794614637,5.223727638,3.950457315,1.615718812,4.068458779,5.878975185,2.562825439
ENSG00000223648.3,na,0.327675374,0.748008291,3.151339727,0.356422179,0.035913124,0.07222323,2.25470938,1.281766621,2.298023949,0,0.398920087,0.228089811,2.771064007,1.162494382,0,0,0.740681428,2.803515594,0.02765996,0.137586731,1.41203202,4.656790328,0.658601535,0.157396439,10.10678573
ENSG00000108700.4,na,0.631578216,1.064424903,6.009548451,1.239464034,2.514573778,3.221644212,2.623868276,1.911680352,3.128050198,0.721689244,1.761548408,3.14283296,0.771122047,0.645994802,0.344530096,4.843913984,2.122299769,1.007630996,0.276835382,1.633589318,5.102103502,2.676064726,2.562555885,1.906696219,3.882098567
ENSG00000152953.11,na,0.60141053,3.133612058,0.835864167,3.151020815,0.634148351,2.794582829,1.371955301,0.780958737,1.743129694,0.585313502,5.323448935,0.708673545,1.103281191,3.351499902,0.259408047,1.219258456,2.070850321,3.605140185,2.726650511,2.585092564,0.23685121,0.12941147,1.817083111,0.595170285,0.528805273
ENSG00000119922.8,na,2.5724835,6.028600706,6.676474799,1.882336136,2.897557995,5.308174823,3.288477878,2.744606372,3.912399848,2.176018149,2.910382588,4.870688033,3.136432706,3.879042125,1.676972522,5.742984886,4.142484217,2.903816029,1.557617534,3.219482884,6.000383335,2.599299385,3.15278591,4.441204651,4.92938365
ENSG00000167653.4,na,1.595408733,4.140808305,1.768156578,2.851139518,4.083890343,0.065293953,1.906328891,0.133035476,0.071710932,1.091639572,0.095446972,1.376426941,2.804541577,1.73503986,3.345433462,0.921597871,1.120504132,0.162826774,0.016693979,3.451794625,3.392482468,1.221039351,1.637301976,0.676065704,1.010450731
ENSG00000100003.16,na,2.684323895,0.94253189,1.766593607,2.907825637,2.230839144,2.950960404,2.739143287,1.90979207,3.710352198,0.545991051,3.86426513,4.521058521,1.655805371,6.577963129,0.924077137,1.482815383,2.822378831,4.706416118,0.62610995,2.350003327,1.581876116,0.744548901,4.405356013,3.89853901,1.628526516
ENSG00000183044.10,na,3.228354014,3.255980838,0.921799739,3.126550748,3.240641948,4.670412652,2.34995444,1.719299005,3.628313553,1.822487663,1.694842163,3.452617267,1.046687421,3.803744189,1.466905747,1.252271079,2.309130518,5.656718831,2.326766955,1.323187867,0.58658954,0.606057001,3.888830129,4.88479316,1.157603859
ENSG00000081479.11,na,2.705299321,1.411578871,3.545056201,4.208513883,0.135652777,3.047242388,3.314784867,0.063159826,4.821709059,0.022275005,7.153151606,1.483107321,0.446575637,1.845173201,0.001256926,2.763332214,2.206284192,4.903740794,2.665876837,0.970051537,2.521894172,2.839700192,3.939938506,2.500815453,4.405317245
ENSG00000185290.3,na,2.425014402,1.13384593,0.210524918,2.247786738,3.140842971,3.305795598,1.575411511,0.496515886,1.153873426,2.755008315,2.188873088,0.311358638,1.352799197,2.183791289,0,3.003887872,2.175479834,0.656614952,0,1.293469872,0.620963687,0.32318529,3.499388524,3.202687899,3.340365746
ENSG00000133110.13,na,7.78032995,8.013650469,6.345007592,6.339763496,9.369802255,7.989601699,9.789154106,7.694588123,8.674009823,9.70412222,6.156489749,7.095131128,9.845686789,6.812349053,7.330338539,8.315393197,9.779554174,8.47070604,8.159109872,9.976235218,7.327894602,6.157793699,8.946510996,6.710859739,6.519704284
ENSG00000274012.1,na,6.958560149,4.700111046,3.692630164,6.877367076,5.42598034,4.597970147,3.854786214,5.216320557,4.222636273,2.906627496,8.373115811,4.726772981,2.847227565,5.991216692,3.905301187,5.604967786,3.664980469,5.484722177,3.785558463,5.063455524,7.02374518,5.57847988,7.99300376,7.829449708,3.601521364
ENSG00000179344.15,na,4.568547005,2.536565521,4.36212722,3.852435994,2.845815639,4.725903469,3.046519234,4.983202551,4.428943732,2.253731219,5.430297823,5.009117003,4.534939635,2.173538213,2.459351606,1.730829809,4.334491134,4.490752572,3.195848938,5.551064773,3.244199643,5.662368672,5.679131092,2.589910274,5.78031566
ENSG00000138207.11,na,0.342718341,0.098970166,2.503627533,3.279915977,5.212753916,0.459997798,2.828590216,2.427799847,4.967783199,0.219503139,0.535432764,1.316767367,0.290003501,0.288858197,4.684605825,0.107973692,0.264949229,0.853437784,0.327563662,1.608624147,1.49710542,0.059073227,1.444555437,0.419329331,1.064095411
ENSG00000137959.14,na,1.204718442,4.055033855,4.854888223,0.726251748,1.919405872,3.146785353,2.648869389,1.505129247,2.793323942,1.444016786,1.915326269,4.633689342,1.360500969,2.112233579,0.398707723,3.605057172,3.875314403,1.466173024,0.51481575,1.935527619,4.014660072,2.47967025,1.816456192,2.645303914,4.442989034
ENSG00000273472.1,na,1.953102202,1.19058586,0.590652239,5.936037491,0.976655778,1.384171869,3.571246279,1.302187489,1.804118377,1.692108909,3.568586851,3.377205597,0.220708129,2.901450194,0.502673544,0.554364924,1.510701393,1.717755378,2.268938332,2.972317206,0.301797539,0.453423452,2.217054993,2.760045341,0.620220054
ENSG00000235687.7,na,5.165124278,2.957762762,0.04041708,3.337594522,0,4.172890371,3.926283811,4.768881977,6.414177932,4.400833717,5.438786626,4.366401256,0.500434186,6.342272797,0,4.224105843,4.138177545,6.597954909,3.353466738,2.710768248,0.170007812,0,5.586240858,3.337794352,2.623968676
ENSG00000111335.11,na,3.206874247,7.400805594,5.969679839,1.811807808,3.109820526,5.393013466,3.707843905,3.244897066,4.726750385,3.246607317,2.990128115,5.5802104,3.259106364,5.601800882,2.099357388,4.957359438,5.437652968,4.206795348,1.879511074,3.710397717,5.194473148,4.265631888,3.641446023,4.595661961,6.13191274
ENSG00000223350.2,na,2.29977675,0.394471109,4.904666597,0.111967947,0,0.092914898,2.81611337,3.809582272,1.052388365,0.284896896,0.914159091,0,1.751177883,0.184700414,0,0.150727265,3.084678967,0.207273243,0,0.175897007,1.491941274,3.916876346,1.684845515,0.570919227,7.276856464
ENSG00000123358.18,na,1.769065839,1.451456823,4.083366391,5.089384927,4.567823188,2.135531084,4.604917403,2.373206492,4.657070405,0.903896708,2.298892954,2.43435532,3.575698605,2.631250191,2.613337912,2.270553638,3.918485655,2.585224189,2.429333842,1.601963011,2.382507719,1.764343151,5.043086042,1.279715674,1.043046053
ENSG00000136960.11,na,1.635196051,1.018913807,4.159185192,2.146087929,3.384321707,0.899393515,4.071389704,2.188098235,4.097151447,1.310113743,1.828545947,3.800366144,3.460575104,1.299294546,1.088686729,0.686288024,3.561610987,2.33691867,1.926301386,2.493210511,2.356515223,0.95142255,3.568016549,1.315567708,2.121844762
ENSG00000172575.10,na,0.504242272,3.801324884,3.95377499,2.048653111,2.750527517,1.897854751,0.841962491,0.93670245,3.682172748,0.745141146,0.735106676,2.050202688,0.350093509,2.992523624,0.161628813,0.393939786,1.964102981,3.132559725,2.537910422,1.692033328,3.765597269,3.048948348,2.495266798,2.909922478,2.19375161
ENSG00000178401.13,na,3.581029112,2.278353592,0.901827407,0.480893461,3.05239847,4.621004673,1.112448718,3.476204104,3.422463182,2.353754654,0.316949788,3.478233795,1.215771964,2.394275835,0.071707304,1.138290052,2.900020535,3.377070899,2.965744946,0.449422366,0.267399054,0.247951575,2.134611195,1.085962655,1.977722581
ENSG00000152661.7,na,5.247972872,5.178280784,5.017400893,4.553753995,6.298999047,5.791989748,6.569163046,4.417578046,5.800817139,6.466337564,3.5847421,7.532959568,6.577828541,6.915409221,3.922050326,6.174327161,6.131805494,10.0833932,4.180889169,6.435733108,4.365500884,3.341739546,7.276637091,3.897304193,8.253431057
ENSG00000168004.8,na,2.173098759,0.569564241,1.92442298,1.247078577,2.833417443,1.078240299,2.745427562,0.591594508,2.689229577,0.758902636,3.036063185,1.215526503,1.782300408,0.661001101,0.079125552,3.073003887,0.876214845,0.349292597,0.053350887,3.00190399,0.145796447,0.48381814,3.867564557,4.906003724,2.575264587
ENSG00000232815.1,na,1.011457142,0.124248962,1.490991018,2.049322268,0.224230701,0.362214073,1.527884066,4.173219531,1.730192106,0.272793561,1.580163653,4.299337081,0.579348729,0.495871744,0.461120473,3.258152575,3.309893445,2.04876378,2.070317468,2.890632701,1.31645995,1.798079994,4.133396094,2.542938316,2.736065147
ENSG00000239819.2,na,0.13080547,0.658136091,3.317455682,0.086526471,0.104403876,0.297813161,2.26186947,3.754445356,1.171554298,0.039657244,0.345932886,0.458382176,1.855166223,0.037245059,0,0.419429731,1.477037443,0.597216788,0.027454728,0.069917905,2.485152077,2.943246377,3.413770456,0.958935982,2.712934722
ENSG00000135069.12,na,1.678261834,0.578954822,4.686894695,0.311929119,3.293397646,0.798991517,2.480683362,5.271640219,1.335657939,0.754445428,0.45917407,0.598818282,2.414698404,0.197617146,0.294791144,3.446519833,1.313809374,0.474977745,0.409501061,0.788395126,4.931251964,6.648382224,1.702668544,0.600809093,2.736667643
