gene_id,Groups,TCGA.AC.A2FM,TCGA.BH.A1EN,TCGA.BH.A1EO,TCGA.BH.A1ET,TCGA.BH.A1EV,TCGA.BH.A1F2,TCGA.BH.A1FD,TCGA.BH.A1FG,TCGA.BH.A1FJ,TCGA.BH.A1FM,TCGA.BH.A1FN,TCGA.BH.A204,TCGA.BH.A1F0,TCGA.BH.A1F6,TCGA.BH.A1FC,TCGA.BH.A208,TCGA.BH.A209
,,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2
,,Early,Early,Late,Late,Early,Early,Early,Late,Early,Early,Early,Late,Early,Late,Late,Early,Late
,,LumB,Her2,LumB,LumA,Her2,LumB,LumB,LumA,LumB,LumB,LumB,LumB,Basal,Basal,Basal,Her2,LumB
ENSG00000117226.10>GBP3,na,3.018176819,1.465321135,0.990853929,3.787027094,0.704002358,3.566441267,4.343815333,4.349015339,4.90658094,4.158379044,3.124371955,2.839949313,3.758367736,2.469840836,2.120145013,0.813877657,3.762503473
ENSG00000049540.15>ELN,na,3.965927719,2.835826545,4.886943139,4.138935975,3.740815603,4.145483706,3.256877758,2.552259133,1.959135434,2.17536106,1.962976074,1.920964195,3.612098892,1.472108223,1.11070219,6.011900423,1.977296673
ENSG00000153563.14>CD8A,na,1.0883223,0.806358755,1.46771858,2.130697274,0.406430979,0.7920575,0.546415043,1.105420765,0.901891488,0.503574496,0.744606457,1.501943906,3.399587715,2.767229279,3.604778574,1.446140058,4.299813107
ENSG00000163040.13>CCDC74A,na,3.155609381,0.651807557,1.408498701,1.718029978,2.825486186,2.818054011,3.073600171,2.594133158,3.613257763,0.954799031,3.956868465,1.751593005,0.737330495,0.574747012,2.416833421,1.374430428,3.416120563
ENSG00000144802.10>NFKBIZ,na,1.140897299,0.790767051,0.858543015,5.034267435,3.684632893,4.17125965,1.006891404,1.21078744,3.179027138,4.73056643,1.73452173,0.99839881,2.86777356,1.758204845,2.330606927,1.589498748,1.521059826
ENSG00000115267.5>IFIH1,na,1.453410343,2.143365369,3.245741211,3.266396619,2.14563628,3.541229564,4.640509244,3.666922312,4.432313341,2.343566753,5.182255767,1.750806598,6.088560631,5.1745503,4.056201472,2.184415668,5.487623537
ENSG00000120738.7>EGR1,na,5.613032273,3.317530101,5.647348196,6.599760976,5.094532891,8.691892551,5.713359138,5.346878803,5.313035664,4.508977415,7.111013083,5.152885735,7.467759069,5.963598087,3.966623494,7.055335389,4.03860894
ENSG00000113763.9>UNC5A,na,0.652682668,0.6885535,0.165749192,3.103798462,3.140496507,1.415937651,1.797662223,1.118438264,2.565116173,0.360163346,0.366846376,2.601333604,0.260812981,1.078340786,0.009994424,0.428269306,2.597294571
ENSG00000113296.13>THBS4,na,6.031636557,3.651772876,6.102841167,3.598477904,2.257655654,4.181473638,5.323557013,2.646246213,2.231682077,1.596027096,0.652788601,3.300327952,2.353953602,1.546896916,0.113963325,3.726089491,2.360089646
ENSG00000126353.3>CCR7,na,1.513818831,0.176285276,1.304296062,0.819084302,2.240260959,0.352734919,0.63530838,0.596035217,0.509132275,0.091223915,0.323583075,0.135109626,3.414934696,1.882908207,2.482356432,0.398917624,4.156124874
ENSG00000129988.5>LBP,na,0.265412675,0.248420695,4.235392601,0.255013295,1.841713027,2.350780968,0.068410346,0.179393548,0.089625786,0.607534184,1.622330202,0.044590479,2.780814825,2.187818781,0.774269713,0.022428763,2.287396123
ENSG00000171848.12>RRM2,na,2.298714085,5.291248272,2.534800583,1.884813973,3.979337362,4.483420627,3.895154833,2.271552468,4.632207614,5.011158344,3.644300726,4.512825846,3.56956218,4.728251138,5.042599347,2.720953874,3.708374847
ENSG00000126562.15>WNK4,na,4.860707884,0.123159461,1.632211107,2.508337087,0.699614316,0.887929545,1.517639522,2.295927615,0.058196628,0.316900067,2.051904732,2.214402811,1.318123871,0.285135964,0.075263323,0.152759079,1.350658912
ENSG00000133392.15>MYH11,na,1.603489302,0.548660807,2.181215795,1.845467342,3.00482962,2.252705034,0.528550798,0.779319249,1.186620294,0.921711869,0.44359045,2.305114802,3.102058496,0.711320172,0.170816977,3.03144503,0.774339364
ENSG00000141682.11>PMAIP1,na,3.978267942,0.097277116,1.21959091,3.81812977,2.105352108,4.87585598,4.123854333,2.923685203,4.564961116,1.937336773,4.699893367,3.503024894,1.998342316,3.034579684,3.601347168,1.196750154,1.736652792
ENSG00000224041.3>IGKV3D-15,na,0.222435321,0,0,2.147595681,0.328785279,0.047865885,0.048729114,1.67738482,0.098328357,0.293359144,0.227268445,0,3.126847927,1.861062662,3.95333341,2.204088299,6.254542377
ENSG00000117983.16>MUC5B,na,2.667158612,5.556758906,0,3.260706895,3.42553024,2.069161923,0.361254981,0.056918218,1.874098914,0.088435859,0.166466872,1.056279281,1.014295848,3.26349393,2.088535413,0.068650703,0.007509439
ENSG00000099812.7>MISP,na,2.76349359,5.416182223,3.736005597,3.272220738,3.818317004,3.827038826,1.528304779,2.448378939,3.924729366,2.70544185,1.557384977,3.817096206,1.136949328,3.161756776,1.871324222,1.751134479,3.020166291
ENSG00000150593.14>PDCD4,na,3.906451479,5.320182795,5.373054816,6.722274909,6.473176798,4.442023794,6.158842136,6.773115553,4.071884522,4.01674179,4.085631502,5.910956698,5.348431687,5.07582985,4.603207448,4.386583627,6.328502247
ENSG00000188153.11>COL4A5,na,1.007520539,0.032392965,2.713583079,2.339680553,3.282260288,4.2772628,2.053495081,1.050673052,1.271688773,1.401555667,3.760155767,0.578338234,1.458993468,0.992031768,0.840065167,1.325790557,0.180517716
ENSG00000156675.14>RAB11FIP1,na,4.924656395,5.478756526,5.872180726,3.611661506,3.518434389,3.502270154,6.361065444,2.320246515,4.065210387,3.95717928,2.468277584,5.931337957,3.490171865,2.638361006,3.944821197,1.939245158,3.944015536
ENSG00000122176.10>FMOD,na,3.632016916,9.208502824,5.218870828,7.185147053,5.098256962,5.198254856,7.017650246,3.627679668,6.496561054,3.947502503,4.425389634,3.221632209,4.700218467,3.876855185,3.032373516,6.464737616,4.734641061
ENSG00000258414.1>RP11-356O9.1,na,0.264550118,2.09242952,0.050927412,2.283166603,2.079816925,0.100851257,1.779563397,0.195186038,2.170185199,0.11191699,1.730867675,0.058946717,0.040579088,0,0.029298618,0.906338041,2.125324942
ENSG00000238117.1>AP004372.1,na,0.332720539,3.292577574,1.719060557,5.09022608,4.896011245,2.224768183,2.316808662,0.443697313,5.299547722,0.233189385,0.695502405,0.057016353,0,0.125696372,0,1.411416777,2.130210954
ENSG00000175445.13>LPL,na,3.572353834,2.410806038,3.702423625,2.531796861,1.97165121,6.326559041,2.340218341,1.05935677,0.998216143,1.52512967,1.313432111,1.942846935,4.211497847,5.191408751,3.749438443,3.02401612,2.200899567
ENSG00000237541.3>HLA-DQA2,na,1.145906201,3.097695019,3.912533238,2.88335662,0.275732985,2.771713518,1.532271918,3.671956676,2.552351806,2.792346432,1.125799298,3.126800374,6.515743812,4.547060867,4.86961703,3.921507489,5.320074182
ENSG00000168306.11>ACOX2,na,2.352064896,1.969388503,0.789412597,3.077680415,5.266722871,2.9017808,2.038881223,3.648160056,4.526472095,5.844186929,0.586790184,1.774821478,0.70012914,0.689187917,0.205412217,1.099312074,3.006314749
ENSG00000162366.6>PDZK1IP1,na,0.611574935,3.118927879,2.824812911,4.793145047,3.940690712,4.339759459,4.85810629,5.067072369,4.294768348,2.42423023,3.845490054,0.108998835,4.929006111,7.133523065,4.237043249,4.390771465,4.461364135
ENSG00000229453.2>SPINK8,na,0.290447271,0.820549357,0.967582406,4.155266212,3.367597572,2.647392396,1.007986708,4.152769769,1.650233815,3.030871277,0.491381561,0.909241909,0.306937718,0.449180602,0.048376685,2.111564382,1.699747442
ENSG00000135111.13>TBX3,na,5.603190971,2.070019799,5.517487628,1.775367145,1.93972698,2.845091473,4.349194969,4.667445424,6.000246732,2.280781085,5.10559597,3.591476974,2.665112154,2.071972544,3.155230381,2.656686676,3.941269997
ENSG00000146648.14>EGFR,na,1.6315341,0.708595089,1.703375136,1.769148684,1.054215528,1.874778916,0.742262037,0.519705005,0.335518755,1.115442045,2.176460076,0.66804758,2.807225445,3.284339854,2.74481313,2.917126235,0.746948095
ENSG00000181617.5>FDCSP,na,1.428230669,0,0.599645736,0.15269864,0,0,0,4.290263675,0.035164781,0,0,0,8.774327485,1.207807674,7.9256695,1.893052319,4.29769225
ENSG00000161055.3>SCGB3A1,na,0.750834748,10.4575174,0.129653949,0.231787332,0.878656689,0.17162374,2.742528649,2.182237932,4.429744399,0.212037636,0.428756719,0,0,0.03897775,0.099749376,3.440985872,4.416540209
ENSG00000135218.16>CD36,na,3.683165625,2.25835532,3.38696471,3.109729148,3.324840661,5.222566351,1.133757016,1.395500126,0.635657467,2.161019041,0.942446345,1.3759896,4.285238914,1.911622478,0.779885559,1.170866322,4.641295
ENSG00000147813.14>NAPRT,na,5.217078214,4.865501972,3.93996405,2.919174329,0.762808599,0.511158766,2.3960645,4.274570693,3.153260943,2.385288563,3.056899515,1.186614493,3.440906479,2.600281437,4.42993612,1.116046116,1.426910917
ENSG00000229953.1>RP11-284F21.7,na,1.697129322,1.955819826,0.143978225,2.448935996,0.062912925,0.255637155,3.606568185,2.705109365,3.467215539,2.271597948,3.38108505,0.057421935,0.53045286,0.384767378,0.355742232,0.085154029,0.173823925
ENSG00000124302.11>CHST8,na,2.449196444,0.738713379,0.049286931,2.453969761,1.353524862,0.39522883,1.519865214,3.944656452,3.147511416,0.3810934,2.850659558,1.225208762,0.08220225,0.54148456,0.007139393,0.681697148,0.508432253
ENSG00000104783.10>KCNN4,na,0.720096221,5.414806956,1.569099439,0.835550876,1.27663696,1.068091337,2.945750525,0.758673094,3.361447414,0.520436802,1.601079527,0.452151415,4.630697386,5.241874877,3.887633583,3.893204367,1.909603183
ENSG00000089127.11>OAS1,na,2.373900252,5.613295416,2.783556842,2.803285641,2.645887346,2.729672355,5.448049718,4.513335873,4.767346251,2.718858912,4.706124655,1.502482467,5.454644259,4.562239474,3.777220628,2.705866427,5.546977425
ENSG00000172236.15>TPSAB1,na,3.928105524,1.518680833,4.366290452,2.290950709,0.063075775,3.508610207,1.489778463,3.820902446,2.115809543,2.850164914,1.455610012,1.232833053,1.974873268,2.086937644,0.696749963,3.00556748,2.26748037
ENSG00000170373.7>CST1,na,2.14587248,1.222019556,3.882149357,1.395354402,3.033387616,2.234932101,0.713373944,4.387692126,3.241247399,1.701697621,0.96761765,2.946033026,0.99266657,1.267931083,0.024834818,6.335777013,1.825422324
ENSG00000100448.3>CTSG,na,1.570386303,0.884252881,1.968698139,1.019446352,0,1.089380799,0.083255301,2.60409321,0.043333501,0.04613374,0.298042853,0.063228122,2.258388912,1.666839084,0.031450083,1.274982209,1.358477641
ENSG00000176532.3>PRR15,na,5.943135339,4.966963627,2.258882144,3.95235296,4.48389847,4.080096531,4.673789969,2.559104293,4.737091674,2.371522925,1.853388458,5.206467221,1.626301247,2.083362795,0.233519345,1.699451975,2.495213749
ENSG00000168685.13>IL7R,na,0.951666332,0.562760044,2.090821324,2.060059743,0.351600873,0.978162122,1.651503269,0.643439937,0.362622117,0.864135909,1.095733868,0.272901957,4.247583901,2.535564656,2.943620191,0.920168647,4.781110041
ENSG00000123892.10>RAB38,na,0.319425037,0.389091929,1.443352184,4.454666822,3.252932224,0.885996262,4.71058683,3.81707652,3.639035424,2.938106674,2.684067117,0.116412929,2.12521178,1.839056691,0.571184564,3.281635304,3.862312007
ENSG00000170476.14>MZB1,na,1.389083647,3.298865591,0.505866461,3.179885541,1.909693269,0.31827997,4.666126735,1.203890364,0.623562946,1.024672735,0.471364725,0.857939992,4.846140802,3.801659882,5.910030055,2.499961042,4.803514601
ENSG00000137033.10>IL33,na,1.63714255,0.88037153,2.371158856,2.629922832,0.452814716,2.86862744,0.148909438,1.522759809,0.853676077,0.318517183,0.077770878,0.843795704,4.615600194,1.759541799,0.223494014,1.661256093,1.745370964
ENSG00000154451.13>GBP5,na,0.420573201,0.408389922,1.659462881,1.385624277,0.600805335,0.251328399,1.790423776,0.724855472,0.345933393,0.31391259,1.898020043,0.166343875,4.69233791,2.699112211,4.983859976,0.837299,4.100175202
ENSG00000180616.7>SSTR2,na,0.409127824,0.287121922,1.529964003,0.635953277,0.311457308,1.876881855,2.572439168,0.23512929,2.558534953,0.95894593,3.950085503,0.206866657,0.66646422,0.513833188,0.390062482,0.98564837,1.544833319
ENSG00000168542.11>COL3A1,na,7.986100494,8.549569295,10.95063257,9.725321705,9.390905539,10.26253258,9.103420402,7.463357816,7.972364389,9.741007716,9.551328776,7.938887624,8.662833066,8.509642138,7.949570373,12.08317995,8.366620704
ENSG00000141574.6>SECTM1,na,0.969866605,2.96727582,1.490047461,2.635623932,1.078959184,3.784653435,4.181229029,4.735057619,3.768781983,2.958883531,4.809380223,0.539923346,5.354069589,4.469202439,3.958616297,2.274798054,4.220662717
ENSG00000160862.11>AZGP1,na,6.351311897,10.73421089,6.461322968,9.95326203,6.410064306,4.6746875,8.334436597,9.117090227,9.676503048,5.535616684,7.003015836,5.867001869,6.819612524,9.356971126,8.648276783,8.475420802,6.954742416
ENSG00000145649.7>GZMA,na,1.545900495,1.37914297,2.588009637,2.863772227,0.630391618,1.032806201,0.752544281,1.946029687,0.700306643,0.999145953,0.791238115,0.426829165,4.338252543,3.063489899,4.014145296,2.332911409,4.82807674
ENSG00000249599.1>BMPR1B-AS1,na,0,0.255975788,0,0,1.494792077,0.770493048,0,4.153643129,4.074774207,4.614890513,0.062222768,3.495630712,0.029416747,0.125225155,0,0.084236761,0.573770899
ENSG00000146476.9>C6orf211,na,7.856094443,2.87076074,4.645246315,5.670522846,6.235876606,5.221647888,5.099443889,8.266788457,4.806049367,7.029088052,4.863629477,8.919190534,3.881429803,3.117057585,2.666635629,2.60642177,6.312079736
ENSG00000187837.3>HIST1H1C,na,4.243591889,7.697999256,3.236630852,5.635839312,4.417271826,6.690315018,8.560746986,7.511558254,8.352718105,6.306408127,3.632385151,4.153432774,5.192966856,3.783979977,5.959927173,4.699430618,4.461767345
ENSG00000253361.1>RP11-675F6.3,na,2.576302937,0,1.458975197,0.784515455,2.088754984,0.190287653,3.466025919,1.220264005,2.358108816,1.586231533,0.618058435,5.888840873,0.321887888,0.242925057,0,0,2.487898004
ENSG00000174827.12>PDZK1,na,1.297109073,0.178157584,0.458622656,4.301885716,0.308489151,0.175403017,3.78462,2.340492512,5.087176722,0.411483119,0.466141885,1.34655966,0.267517878,0.247125973,0.81814763,0.144446696,0.417329063
ENSG00000185479.5>KRT6B,na,0.832733281,1.188635767,0.539212953,0.565584688,0.398698347,0.016793067,0.008574955,2.435827127,0.431707472,0.160132008,1.053622903,0.025713761,5.134622919,5.979877916,0.497086308,5.012726088,0.008739263
ENSG00000081237.17>PTPRC,na,1.520539372,1.472127652,3.538699125,3.059408845,1.604187121,2.168297325,2.491463786,1.567183546,1.255821952,1.621302311,1.949568409,1.716750418,5.041044938,3.338670224,3.753920227,1.878022352,4.879447167
ENSG00000180573.9>HIST1H2AC,na,3.656019497,5.620135633,4.031823845,6.147925953,4.27587926,7.091436942,6.20457141,6.90449575,7.519541321,5.783870123,3.056253175,6.313138416,5.364551435,4.732542772,5.182662541,3.389174986,4.115551175
ENSG00000168269.8>FOXI1,na,0.040615652,0,0,1.63228115,0.729097455,0,0.183115736,3.615537743,2.722345556,2.078931324,0.172018917,0.019079012,1.955102389,0.741054598,0.018773028,3.268736589,0.0426243
ENSG00000151882.10>CCL28,na,0.731429434,0.091919457,1.115307318,3.429671593,2.378750248,3.198420346,0.84789847,3.899155899,1.377981326,2.450839355,0.273914881,0.054573722,5.185754105,5.529646148,1.56454923,1.84573284,1.943826252
ENSG00000068078.16>FGFR3,na,6.793796284,0.178787542,0.589441558,2.865491702,3.02618493,1.74254047,2.651935709,3.418266683,2.289417464,0.667237142,1.098583306,4.626080873,0.680939389,0.287433363,0.233150857,2.392906787,1.155512507
ENSG00000137077.6>CCL21,na,2.652329199,0.127011029,1.669496946,3.929457091,0.286160065,3.370118871,1.083341145,1.721440798,2.877333784,0.504638517,1.383314061,0.194518881,6.061055929,2.915380907,1.850152231,2.26524006,1.707471813
ENSG00000185499.15>MUC1,na,2.802359446,6.737497269,6.791154562,8.195409425,9.109000465,6.772917113,6.240662962,6.908052893,8.76607605,4.925939754,6.834318696,4.925657185,6.361538161,4.64687163,4.561911908,5.742954245,3.976217155
ENSG00000116824.4>CD2,na,2.016885056,1.268822452,3.101102837,2.61320219,0.597536361,1.400009438,1.676154493,1.79674122,0.771466082,1.007537249,1.73723668,0.377858127,4.870049776,3.528858298,4.757188998,2.413544987,5.669702185
ENSG00000231292.6>IGKV1OR2-108,na,0.247329362,0,0,1.510869635,0.654681433,0.05358954,0.107120145,0.830924653,0.109860758,0.275958626,0.089226827,0.081512822,3.426399193,1.035706453,2.799485947,2.596520666,2.977055413
ENSG00000026751.15>SLAMF7,na,0.550314141,0.657813156,1.614930026,1.741923715,0.83144319,0.619400054,1.398021156,1.076735367,0.704811019,0.501524237,0.632147202,0.482291495,4.571795694,3.5589957,4.883047543,2.076144215,4.973825512
ENSG00000182326.13>C1S,na,3.369407791,4.401164684,6.746955512,5.165574992,5.121956867,5.676507593,5.683312313,4.02634839,4.090862856,4.627425715,5.408030881,3.571835166,6.748754226,5.687776497,5.672768936,7.468762683,5.809625198
ENSG00000232629.7>HLA-DQB2,na,0.500829784,2.207888069,3.33260682,2.90528037,1.237426327,1.280618034,0.535494997,2.282022965,1.752270938,1.638524231,1.860738487,1.220631327,3.935440511,2.958755767,3.488094273,2.794709002,3.788615573
ENSG00000161405.15>IKZF3,na,0.511415666,0.217668595,1.134189583,1.221746404,0.586234199,3.889288048,0.436608919,0.273911376,0.106681048,0.3789371,0.486003727,2.568235441,3.123306187,1.364112448,2.747838806,0.511162238,3.501693473
ENSG00000165304.6>MELK,na,2.64875584,2.43615149,1.849086222,1.153684041,2.538580703,3.28542507,2.814133846,1.6450198,3.38737366,2.963918387,3.978095149,3.935212929,4.476643137,5.047745783,5.677775276,1.276956567,3.934712905
ENSG00000064787.11>BCAS1,na,3.592409115,5.946498468,3.595513604,3.009772382,2.905796479,2.467761518,1.587776004,1.698863266,4.415309001,1.609156296,0.558960534,3.851649618,0.256007834,0.162041652,0.023817805,2.618282556,2.579676443
ENSG00000078596.9>ITM2A,na,3.577155097,2.130601273,3.811993186,4.165568529,1.181688298,3.8959325,1.034206221,2.28242484,1.986208824,2.001458625,1.641208809,2.222365404,4.489821408,2.009828442,3.5715088,4.345693405,4.176045869
ENSG00000169783.11>LINGO1,na,3.840153799,3.559113078,2.085979298,0.64225124,1.209756293,1.152905992,0.719504721,0.367112587,3.300773846,0.486198563,1.142940673,2.714802407,1.513647687,3.388390743,0.671770415,1.300728141,1.65390549
ENSG00000181019.11>NQO1,na,4.549489325,4.262469065,5.720323292,5.515488905,4.090114468,6.775072754,6.083100436,4.556156317,6.334922331,6.128744136,6.328861718,3.683523806,3.598344326,3.074860646,1.434551441,4.471106184,4.722465385
ENSG00000106565.16>TMEM176B,na,3.667704674,3.9702784,6.065308502,4.649779502,3.520279833,3.26505111,4.484046623,4.200111823,2.251347195,3.932223015,4.031382724,3.151385004,6.833591579,6.032259595,5.844346193,6.007899566,6.002846242
ENSG00000183888.4>C1orf64,na,4.047134075,4.389879724,0.413127436,4.612281617,5.007551824,1.435938166,2.974968883,4.435712368,2.439719854,0.904340219,0.010652079,2.625716666,0.009959787,0,0,0.043107146,1.786618642
ENSG00000115956.9>PLEK,na,1.763555438,2.158335881,4.148855876,2.629137962,2.093386646,2.763112925,3.264876024,2.145466271,1.768175499,2.052422749,2.462688171,1.859301005,5.287920879,4.314457601,4.221728042,2.387446451,5.279590663
ENSG00000110195.10>FOLR1,na,0.286605264,1.20358361,2.374862868,0.598599664,0.045633706,0.048074852,0.312131743,0.58845204,0.012719801,0.681653215,0.296895937,0,4.807352543,3.098626759,0.013785186,5.670862858,5.430408768
ENSG00000240671.2>IGKV1-8,na,0.309753326,0.026725233,0.188945754,0.938877893,0.391777622,0.025204458,0.147544797,0.549371219,0.026338338,0,0.471187887,0,3.099024096,2.799120529,5.013467901,1.91707982,3.928960227
ENSG00000169083.14>AR,na,4.46469918,3.248622756,4.246688695,6.118765905,3.822946535,4.707140158,4.087185011,4.269519805,5.521220619,2.550092507,4.440695427,3.788482108,0.594588665,0.409531199,1.351291622,2.770083018,2.796091862
ENSG00000167754.11>KLK5,na,0.969717582,0,0.436072095,0.875513918,0.231105269,0,0.02355299,1.476801051,2.320816493,0.238866209,1.005914598,0,5.753209212,6.123785496,3.960109584,2.700846677,0
ENSG00000275385.1>CCL18,na,0.822017361,0.96615153,2.583054471,0.134887785,0.068147331,2.517001329,1.155090297,0.755989183,0.1505126,1.061164432,2.259571099,0.287255726,5.246938141,1.523070858,2.645341755,0.434982316,3.957020112
ENSG00000109846.6>CRYAB,na,2.394823146,6.584165864,2.791947896,2.089535795,2.024292035,3.965155678,4.85894703,2.252642027,1.451708743,1.916988988,2.690618704,1.68020138,4.717138868,6.703255256,5.258439408,4.136497298,2.167191341
ENSG00000165863.15>C10orf82,na,0.210932835,0,1.968842699,2.398410525,2.15519346,0.062572904,0.024216579,0.00911061,1.712111834,0,2.294128416,3.488144989,0.018773533,0,0,0.062954096,3.261805063
ENSG00000105707.12>HPN,na,3.145099511,1.862914492,3.399918481,3.976521392,5.120854286,0.682311068,3.89702148,3.932670323,5.116812131,1.532725158,3.938510385,1.854576346,2.274984226,0.114039146,3.958788672,0.137492832,3.605286873
ENSG00000149968.10>MMP3,na,0.615274058,1.007439986,4.420783098,3.202015312,1.028087508,2.861660535,3.521293449,1.4371435,1.376099232,3.280976393,5.282730193,0.137752221,1.55468937,2.153916918,1.586636445,4.714598273,3.460266429
ENSG00000076716.8>GPC4,na,1.480311802,1.932569898,3.850947663,5.009705137,6.673110047,4.347068464,4.551974243,1.397879678,5.159083627,3.17844047,4.44839006,3.627103384,3.941019558,2.934865224,1.89760393,4.06524908,1.256608523
ENSG00000244734.2>HBB,na,3.487796506,0.773341076,0.976077795,1.352953333,0.640439056,4.261967072,1.503158498,2.95649691,1.461045596,0.324761543,2.006524607,1.517116728,3.536881506,2.284275489,3.178225559,3.923781737,1.378178563
ENSG00000198944.5>SOWAHA,na,1.159317475,0.043898836,1.15734088,3.410519008,3.372856335,1.37716716,0.953304446,0.239707154,1.684262932,0.469561936,0.705972271,1.384228336,0.037347957,0.157618376,0.208646734,0.331535709,0.036902116
ENSG00000101098.11>RIMS4,na,5.974600992,0.083916257,1.563601278,0.375611277,0.815010967,0.83402243,0.13315,1.562642659,0.555274066,2.755860144,3.794792677,4.132577842,0.023149814,0.056656515,0.03727661,0.046085745,1.12423733
ENSG00000204434.5>POTEKP,na,3.797592798,0,0.028186888,2.81514332,2.851097239,0.643016925,1.150362925,2.338297955,1.229972069,0.187026381,1.355240928,2.099705946,0.049971321,0,0.008103475,0.024526093,2.288111899
ENSG00000188257.9>PLA2G2A,na,0.338506253,0.60547429,2.288959221,1.533009909,2.49359766,4.347702291,0.143989063,0.809291515,1.248425434,0.012686321,0,0.051764734,5.153654032,0.972676248,0.06340344,3.825202517,3.648081006
ENSG00000108176.13>DNAJC12,na,6.706103279,4.061425236,2.520616013,5.500903194,1.902978669,5.174973613,4.170703713,6.132276167,4.597128223,4.877915685,2.495743249,5.950257352,0.674052006,0.555521443,0.279951828,1.317336571,1.562972869
ENSG00000277030.1>MIR8071-2,na,6.719080545,0,0.49359709,1.908632331,2.366893288,0,2.188385085,3.59024342,0,0,1.450175605,1.366460508,3.586421353,1.278422648,2.614603537,0.773180341,4.381156453
ENSG00000169442.7>CD52,na,2.825684405,2.203994388,4.543464892,2.959964504,1.712154559,3.030756322,2.143774988,3.144210454,1.571233083,3.065151048,2.703970915,2.577877413,5.809564079,4.928940534,4.987259121,3.162257229,6.092774605
ENSG00000181092.8>ADIPOQ,na,2.926803283,1.012158341,2.399641391,2.129854232,0.015763254,6.592355698,0.122303277,0.533049448,0.129414157,0.013896039,0.04848043,0.236243832,3.174350901,2.004833793,0,0.004796534,2.157881001
ENSG00000211952.3>IGHV4-28,na,0.302160705,0.047324712,0.522806543,2.143984674,0.744783138,0.130005965,0.435203587,0.655358303,0.091827807,0.097657522,0.710082364,0,6.204434196,1.618948452,4.728336686,3.300996763,2.990774264
ENSG00000139055.5>ERP27,na,1.166651476,1.362593958,3.820408063,4.738095074,3.307304141,2.701895064,1.188098516,3.520575764,2.30545681,1.106543441,1.376698001,3.873763027,3.328030373,4.52794403,2.27633815,3.248596002,2.327076667
ENSG00000121039.8>RDH10,na,1.614729449,5.028200057,4.627380787,1.668684081,3.631976977,2.776041553,2.589452117,2.950690115,1.095211465,2.339455252,1.978788159,3.293894229,4.612945314,6.204540811,7.193130083,4.574265688,3.116703876
ENSG00000180818.4>HOXC10,na,5.082639126,5.067291528,3.94501457,4.195935381,4.295162446,3.716326713,5.03206338,0.478343877,0.384656931,4.340261347,5.303845925,1.801875375,2.919523407,3.184357586,1.730682465,3.219892162,4.847806612
ENSG00000064886.12>CHI3L2,na,0.251359078,1.131873937,5.57616592,2.980859201,3.354505507,2.07555287,3.207373079,3.244603475,0.796992091,0.907836882,2.398318503,0.099784724,5.924110371,5.931361902,2.421186616,1.154578875,1.950712228
ENSG00000274173.1>RP4-568C11.4,na,6.275615097,5.660460815,5.223727638,5.944548604,5.789899851,5.993126758,3.634114872,5.878975185,5.778954902,3.630280485,3.674972912,5.794614637,3.096647145,3.950457315,1.615718812,4.471865142,2.562825439
ENSG00000223648.3>IGHV3-64,na,0.356422179,0,0.137586731,2.803515594,0.327675374,0.035913124,0.07222323,0.157396439,1.162494382,0,0,0.02765996,3.151339727,1.41203202,4.656790328,2.771064007,10.10678573
ENSG00000108700.4>CCL8,na,1.239464034,0.344530096,1.633589318,1.007630996,0.631578216,2.514573778,3.221644212,1.906696219,0.645994802,0.721689244,4.843913984,0.276835382,6.009548451,5.102103502,2.676064726,0.771122047,3.882098567
ENSG00000152953.11>STK32B,na,3.151020815,0.259408047,2.585092564,3.605140185,0.60141053,0.634148351,2.794582829,0.595170285,3.351499902,0.585313502,1.219258456,2.726650511,0.835864167,0.23685121,0.12941147,1.103281191,0.528805273
ENSG00000119922.8>IFIT2,na,1.882336136,1.676972522,3.219482884,2.903816029,2.5724835,2.897557995,5.308174823,4.441204651,3.879042125,2.176018149,5.742984886,1.557617534,6.676474799,6.000383335,2.599299385,3.136432706,4.92938365
ENSG00000167653.4>PSCA,na,2.851139518,3.345433462,3.451794625,0.162826774,1.595408733,4.083890343,0.065293953,0.676065704,1.73503986,1.091639572,0.921597871,0.016693979,1.768156578,3.392482468,1.221039351,2.804541577,1.010450731
ENSG00000100003.16>SEC14L2,na,2.907825637,0.924077137,2.350003327,4.706416118,2.684323895,2.230839144,2.950960404,3.89853901,6.577963129,0.545991051,1.482815383,0.62610995,1.766593607,1.581876116,0.744548901,1.655805371,1.628526516
ENSG00000183044.10>ABAT,na,3.126550748,1.466905747,1.323187867,5.656718831,3.228354014,3.240641948,4.670412652,4.88479316,3.803744189,1.822487663,1.252271079,2.326766955,0.921799739,0.58658954,0.606057001,1.046687421,1.157603859
ENSG00000081479.11>LRP2,na,4.208513883,0.001256926,0.970051537,4.903740794,2.705299321,0.135652777,3.047242388,2.500815453,1.845173201,0.022275005,2.763332214,2.665876837,3.545056201,2.521894172,2.839700192,0.446575637,4.405317245
ENSG00000185290.3>NUPR1L,na,2.247786738,0,1.293469872,0.656614952,2.425014402,3.140842971,3.305795598,3.202687899,2.183791289,2.755008315,3.003887872,0,0.210524918,0.620963687,0.32318529,1.352799197,3.340365746
